,cdf,End to End Latency
0,0.0,2.577963679199555
1,0.01,4.441534820485737
2,0.02,5.212189673712279
3,0.03,5.7488514268274225
4,0.04,6.079972066651474
5,0.05,6.128806938497908
6,0.06,6.202795691075073
7,0.07,6.4173170133954045
8,0.08,6.800527202798804
9,0.09,7.078062077235636
10,0.1,7.120658124250674
11,0.11,7.19222195212272
12,0.12,7.308223076336531
13,0.13,7.4112577938774935
14,0.14,7.455859025398745
15,0.15,7.500728668829085
16,0.16,7.545868339481602
17,0.17,7.560975183004087
18,0.18,7.576112270457551
19,0.19,7.60647741947226
20,0.2,7.60647741947226
21,0.21,7.621705602494227
22,0.22,7.636964272369089
23,0.23,7.6522534901315895
24,0.24,7.6522534901315895
25,0.25,7.667573316938661
26,0.26,7.68292381406967
27,0.27,7.698305042926664
28,0.28,7.7137170650346265
29,0.29,7.7137170650346265
30,0.3,7.729159942041703
31,0.31,7.729159942041703
32,0.32,7.7446337357194635
33,0.33,7.760138507963147
34,0.34,7.760138507963147
35,0.35000000000000003,7.775674320791902
36,0.36,7.775674320791902
37,0.37,7.806839316902294
38,0.38,7.806839316902294
39,0.39,7.82246862484404
40,0.4,7.838129222691577
41,0.41000000000000003,7.838129222691577
42,0.42,7.853821173087354
43,0.43,7.869544538799241
44,0.44,7.885299382720762
45,0.45,7.901085767871355
46,0.46,7.9169037573966206
47,0.47000000000000003,7.9327534145685865
48,0.48,7.948634802785942
49,0.49,7.964547985574301
50,0.5,7.996469989602652
51,0.51,8.02851993740672
52,0.52,8.044593050394523
53,0.53,8.076835876004495
54,0.54,8.125442581759952
55,0.55,8.158009453263125
56,0.56,8.17434180452091
57,0.5700000000000001,8.223535304665846
58,0.58,8.27302485316726
59,0.59,8.356170163086983
60,0.6,8.389661793508544
61,0.61,8.47397932455958
62,0.62,8.542043073834684
63,0.63,8.62789206272654
64,0.64,8.697192052688527
65,0.65,8.784600315263162
66,0.66,8.819809098882674
67,0.67,8.855158999729996
68,0.68,8.944154857048025
69,0.6900000000000001,9.070253699367509
70,0.7000000000000001,9.179752458833915
71,0.71,9.478255209215169
72,0.72,9.865070273830627
73,0.73,10.044249372563401
74,0.74,10.165506493093956
75,0.75,10.226682898130607
76,0.76,10.267671566070339
77,0.77,10.329462804405184
78,0.78,10.39162590476448
79,0.79,10.496063516370434
80,0.8,10.686703334324303
81,0.81,10.815716347265234
82,0.8200000000000001,11.01216201399233
83,0.8300000000000001,11.078433624182619
84,0.84,11.145104059445735
85,0.85,11.189773770435789
86,0.86,11.257114254937344
87,0.87,11.30223290413684
88,0.88,11.347532389424481
89,0.89,11.393013435593469
90,0.9,11.461577024136483
91,0.91,11.553637421617882
92,0.92,11.66975344703424
93,0.93,11.81063412888531
94,0.9400000000000001,11.881710974657745
95,0.9500000000000001,11.929333015015049
96,0.96,11.953215563593659
97,0.97,12.001124195202623
98,0.98,12.04922484518274
99,0.99,12.09751828314596
100,1.0,12.219100403925715
