,cdf,Time Between Chunks
0,0.0,0.0006982014249985403
1,0.01,0.006826097381523547
2,0.02,0.011120088854624748
3,0.03,0.012413111785119417
4,0.04,0.013691200793624706
5,0.05,0.014307063456409525
6,0.06,0.014861193851189074
7,0.07,0.015375162570294712
8,0.08,0.01571716448796558
9,0.09,0.015970661774644724
10,0.1,0.01622824764068582
11,0.11,0.01652300101856939
12,0.12,0.01678949539350651
13,0.13,0.017026201484365525
14,0.14,0.01719731771141653
15,0.15,0.017370153685716334
16,0.16,0.017544726691017927
17,0.17,0.017650311524103825
18,0.18,0.01779208038288807
19,0.19,0.017899153799907433
20,0.2,0.017970893823414057
21,0.21,0.01807904334652525
22,0.22,0.01815150436949626
23,0.23,0.018260740813748913
24,0.24,0.01833393008235185
25,0.25,0.018407412694422778
26,0.26,0.01844426437148869
27,0.27,0.018518189204716273
28,0.28,0.01859241032956371
29,0.29,0.018666928933571365
30,0.3,0.01870430016266761
31,0.31,0.01877926722247083
32,0.32,0.01881686335304635
33,0.33,0.018854534751150547
34,0.34,0.018930103952989618
35,0.35000000000000003,0.01896800205900161
36,0.36,0.019044026039173982
37,0.37,0.01908215221743059
38,0.38,0.01912035472437239
39,0.39,0.019196989335858235
40,0.4,0.019273931099787766
41,0.41000000000000003,0.01931251754843599
42,0.42,0.019389922350829727
43,0.43,0.01942874101419474
44,0.44,0.019506611641635776
45,0.45,0.019584794375487293
46,0.46,0.01966329046667553
47,0.47000000000000003,0.01974210117114045
48,0.48,0.019821227749855865
49,0.49,0.019940512652971382
50,0.5,0.02006051541717455
51,0.51,0.020221643246189514
52,0.52,0.02034333786500421
53,0.53,0.02046576484666739
54,0.54,0.020588928598566522
55,0.55,0.02075430068885643
56,0.56,0.02087920086043729
57,0.5700000000000001,0.0210048526860052
58,0.58,0.021089040387965444
59,0.59,0.021215955035797776
60,0.6,0.0213009888385126
61,0.61,0.021386363457730474
62,0.62,0.02151506740711458
63,0.63,0.02160130005580778
64,0.64,0.021731297501820922
65,0.65,0.021862077277412673
66,0.66,0.021949700745835708
67,0.67,0.02208179488046369
68,0.68,0.022214683962622186
69,0.6900000000000001,0.022348372776335664
70,0.7000000000000001,0.02252787687743095
71,0.71,0.022663450498027784
72,0.72,0.022891222038540864
73,0.73,0.023167571576157994
74,0.74,0.02354123417528636
75,0.75,0.023968813199611645
76,0.76,0.024649424285245334
77,0.77,0.02601708825337182
78,0.78,0.029158708051296542
79,0.79,0.033809899694717246
80,0.8,0.03721655473261771
81,0.81,0.04023566164519613
82,0.8200000000000001,0.04376146939215274
83,0.8300000000000001,0.0469345350419296
84,0.84,0.0498368055993714
85,0.85,0.05145737473871811
86,0.86,0.05281281125300059
87,0.87,0.05485831723948111
88,0.88,0.056529002289774054
89,0.89,0.05825056729187244
90,0.9,0.06160566619420101
91,0.91,0.06594056939465015
92,0.92,0.06932141583853078
93,0.93,0.07171887055595703
94,0.9400000000000001,0.07375537765970896
95,0.9500000000000001,0.07554691983358185
96,0.96,0.07722736980209989
97,0.97,0.07973861205988571
98,0.98,0.08689964652425576
99,0.99,0.11003010864730198
100,1.0,0.4453028040573186
