,cdf,Output Throughput
0,0.0,27.85466923853611
1,0.01,28.13461341223975
2,0.02,28.30392858672967
3,0.03,28.360593108424823
4,0.04,28.588387893459355
5,0.05,29.165911832551437
6,0.06,29.57710638095293
7,0.07,29.755102533038666
8,0.08,29.814672307879587
9,0.09,30.1143148465146
10,0.1,30.600019320094326
11,0.11,30.661280620034457
12,0.12,30.784171401186107
13,0.13,31.09355757096096
14,0.14,31.21818092332617
15,0.15,31.28067978403353
16,0.16,31.34330376758515
17,0.17,31.468928105707406
18,0.18,31.595055947686337
19,0.19,31.976480717732706
20,0.2,32.16891639591199
21,0.21,32.29784979936916
22,0.22,32.36251015932786
23,0.23,32.42729996945664
24,0.24,32.557268977381305
25,0.25,32.622448695053734
26,0.26,32.75319986141552
27,0.27,32.81877183311004
28,0.28,33.08237510283853
29,0.29,33.2814660955245
30,0.3,33.348095657277305
31,0.31,33.548785766374806
32,0.32,33.75068363618836
33,0.33,33.88595678175108
34,0.34,33.953796535067895
35,0.35000000000000003,34.021772103706674
36,0.36,34.158131775104636
37,0.37,34.226516423303046
38,0.38,34.36369671239413
39,0.39,34.43249290200854
40,0.4,34.57049874730132
41,0.41000000000000003,34.84817204209353
42,0.42,34.91793815228792
43,0.43,35.198402111022496
44,0.44,35.26886938251604
45,0.45,35.41022743479259
46,0.46,35.55215205184124
47,0.47000000000000003,35.623327531424515
48,0.48,35.90945723986225
49,0.49,35.981348045147264
50,0.5,36.12556172046482
51,0.51,36.270353405925924
52,0.52,36.48862977339375
53,0.53,36.708219736349946
54,0.54,36.85534672213993
55,0.55,37.07714360165317
56,0.56,37.374950488982456
57,0.5700000000000001,37.59987436374385
58,0.58,37.67514938749509
59,0.59,37.82615183894552
60,0.6,37.90187987065511
61,0.61,38.28280022376868
62,0.62,38.744961401652304
63,0.63,39.05616434863997
64,0.64,39.13435486785647
65,0.65,39.36986690514359
66,0.66,39.606796262836106
67,0.67,40.004851316295785
68,0.68,40.1651912410706
69,0.6900000000000001,40.32617381019056
70,0.7000000000000001,40.487801599381925
71,0.71,40.65007719469447
72,0.72,40.81300319254295
73,0.73,40.89471090664214
74,0.74,40.976582199748535
75,0.75,41.22318083124537
76,0.76,41.471263502693624
77,0.77,42.22450533589516
78,0.78,42.905531327715394
79,0.79,43.59754137720183
80,0.8,43.8599130407983
81,0.81,44.389402758225586
82,0.8200000000000001,44.745942355985854
83,0.8300000000000001,45.0152251403878
84,0.84,45.10534571123943
85,0.85,45.558662123888844
86,0.86,45.8328358867911
87,0.87,46.01653444375361
88,0.88,46.20096926673978
89,0.89,46.5720595264628
90,0.9,46.66529688287211
91,0.91,46.94613041587921
92,0.92,47.228654015778176
93,0.93,47.60799873003938
94,0.9400000000000001,48.279198370581696
95,0.9500000000000001,49.25450320144857
96,0.96,49.849117991448196
97,0.97,51.36725016154444
98,0.98,53.03758555691637
99,0.99,57.45493206664411
100,1.0,154.31580426135386
