,cdf,End to End Latency
0,0.0,1.9679644327292167
1,0.01,4.997811098765265
2,0.02,5.623757729813228
3,0.03,5.829901399818265
4,0.04,6.019475313722949
5,0.05,6.092144182901027
6,0.06,6.190402492891106
7,0.07,6.252617093104983
8,0.08,6.353463621049604
9,0.09,6.40449520118083
10,0.1,6.4173170133954045
11,0.11,6.443037697095705
12,0.12,6.468861469605334
13,0.13,6.494788744105482
14,0.14,6.560062478027002
15,0.15,6.573195736241272
16,0.16,6.612753478397911
17,0.17,6.639257473798307
18,0.18,6.6925845753596445
19,0.19,6.746340004903766
20,0.2,6.800527202798804
21,0.21,6.827783797542891
22,0.22,6.882625159163127
23,0.23,6.9240450593656835
24,0.24,7.007634159474639
25,0.25,7.0357208413896855
26,0.26,7.078062077235636
27,0.27,7.092232371684557
28,0.28,7.106431035091334
29,0.29,7.106431035091334
30,0.3,7.163510515898116
31,0.31,7.206620794869713
32,0.32,7.249990513141203
33,0.33,7.308223076336531
34,0.34,7.322854153566432
35,0.35000000000000003,7.366923368615111
36,0.36,7.381671963947672
37,0.37,7.426095146818188
38,0.38,7.485742197962293
39,0.39,7.530791679462657
40,0.4,7.545868339481602
41,0.41000000000000003,7.576112270457551
42,0.42,7.621705602494227
43,0.43,7.6522534901315895
44,0.44,7.68292381406967
45,0.45,7.7137170650346265
46,0.46,7.760138507963147
47,0.47000000000000003,7.82246862484404
48,0.48,7.869544538799241
49,0.49,7.901085767871355
50,0.5,7.9169037573966206
51,0.51,7.948634802785942
52,0.52,7.980493026586462
53,0.53,8.044593050394523
54,0.54,8.207104664696484
55,0.55,8.25649533298111
56,0.56,8.306183236187586
57,0.5700000000000001,8.32281223165543
58,0.58,8.356170163086983
59,0.59,8.372899232482553
60,0.6,8.406457913215268
61,0.61,8.42328765878727
62,0.62,8.4401510975436
63,0.63,8.4401510975436
64,0.64,8.457048296938083
65,0.65,8.47397932455958
66,0.66,8.50794313551592
67,0.67,8.559144261169687
68,0.68,8.593449414215304
69,0.6900000000000001,8.610653517146666
70,0.7000000000000001,8.645165119909176
71,0.71,8.697192052688527
72,0.72,8.732050502941336
73,0.73,8.767048666281621
74,0.74,8.837466374355909
75,0.75,8.872887045775503
76,0.76,8.926284417773203
77,0.77,8.944154857048025
78,0.78,8.997981121446852
79,0.79,9.034045137901533
80,0.8,9.088412365432308
81,0.81,9.124838831399506
82,0.8200000000000001,9.16141129508
83,0.8300000000000001,9.16141129508
84,0.84,9.198130341634384
85,0.85,9.272010535743222
86,0.86,9.402731639438105
87,0.87,9.440417900832385
88,0.88,9.459317636369587
89,0.89,9.554385390965288
90,0.9,9.5735132896459
91,0.91,9.708485118963374
92,0.92,9.766911151973481
93,0.93,9.825688795074296
94,0.9400000000000001,9.865070273830627
95,0.9500000000000001,9.904609594027022
96,0.96,9.944307388293872
97,0.97,10.044249372563401
98,0.98,10.124925669349894
99,0.99,10.267671566070339
100,1.0,10.288227465101512
