,cdf,Session Duration
0,0.0,0.0
1,0.01,0.0
2,0.02,0.0
3,0.03,0.0
4,0.04,0.0
5,0.05,0.0
6,0.06,0.0
7,0.07,0.0
8,0.08,0.0
9,0.09,0.0
10,0.1,0.0
11,0.11,0.0
12,0.12,0.0
13,0.13,0.0
14,0.14,0.0
15,0.15,25.053175191928883
16,0.16,27.522410635633197
17,0.17,31.406053124477214
18,0.18,35.766106256221086
19,0.19,36.634876639973626
20,0.2,37.003063394656856
21,0.21,37.225749238728305
22,0.22,37.524749739640455
23,0.23,38.12997482649355
24,0.24,38.51318757279229
25,0.25,39.448685457506215
26,0.26,39.606796262836106
27,0.27,40.084941108720805
28,0.28,40.89471090664214
29,0.29,41.305709721798415
30,0.3,42.05594460457494
31,0.31,43.163738448491934
32,0.32,45.74126178911519
33,0.33,47.703310038808226
34,0.34,50.55191397047976
35,0.35000000000000003,51.779836445041
36,0.36,53.57062233207311
37,0.37,55.98035589845489
38,0.38,57.91641514808947
39,0.39,59.08640473753639
40,0.4,59.91943226817587
41,0.41000000000000003,61.497767479090754
42,0.42,62.24018654167811
43,0.43,62.489645957216496
44,0.44,63.24403926732725
45,0.45,65.69355971248585
46,0.46,66.08890605553337
47,0.47000000000000003,67.28927769958321
48,0.48,68.51145167279597
49,0.49,69.0617416948185
50,0.5,69.33854198537861
51,0.51,69.61645169482934
52,0.52,70.03540615115575
53,0.53,70.31610890055644
54,0.54,71.73658900405921
55,0.55,71.8802057988621
56,0.56,73.1857647187952
57,0.5700000000000001,73.77359923544194
58,0.58,74.36615529076886
59,0.59,75.41460382948434
60,0.6,76.325031016935
61,0.61,76.93808039734769
62,0.62,77.24644914806974
63,0.63,77.5560538444501
64,0.64,78.02278912874269
65,0.65,80.39893761340188
66,0.66,81.69566722086319
67,0.67,84.35220741288022
68,0.68,85.88429507985344
69,0.6900000000000001,87.61927351184859
70,0.7000000000000001,89.92724906007459
71,0.71,92.11161126366626
72,0.72,96.6408010987473
73,0.73,97.61205762231134
74,0.74,98.3960862777715
75,0.75,98.79045897390218
76,0.76,99.78331992552278
77,0.77,100.5847883512911
78,0.78,102.41170810175863
79,0.79,103.44096322435975
80,0.8,104.27181016368058
81,0.81,105.31975962906027
82,0.8200000000000001,106.16569722679915
83,0.8300000000000001,107.23268057997814
84,0.84,107.87801093363858
85,0.85,109.39892515168134
86,0.86,110.05729204763485
87,0.87,111.60893078129207
88,0.88,112.28059757525088
89,0.89,115.00792990336663
90,0.9,118.03734888197941
91,0.91,119.46233033251826
92,0.92,123.10050115880195
93,0.93,124.33768217805189
94,0.9400000000000001,125.33637340693976
95,0.9500000000000001,126.8494708195331
96,0.96,131.23651136884448
97,0.97,132.0262976899247
98,0.98,132.82083697514912
99,0.99,137.6894988383812
100,1.0,140.47101215900287
