,cdf,Output Throughput
0,0.0,7.120658124250674
1,0.01,7.22104846412871
2,0.02,7.308223076336531
3,0.03,7.455859025398745
4,0.04,7.545868339481602
5,0.05,7.591279662390397
6,0.06,7.636964272369089
7,0.07,7.869544538799241
8,0.08,7.980493026586462
9,0.09,8.044593050394523
10,0.1,8.109207931246944
11,0.11,8.17434180452091
12,0.12,8.25649533298111
13,0.13,8.306183236187586
14,0.14,8.356170163086983
15,0.15,8.389661793508544
16,0.16,8.47397932455958
17,0.17,8.576279685115974
18,0.18,8.697192052688527
19,0.19,8.784600315263162
20,0.2,8.837466374355909
21,0.21,8.926284417773203
22,0.22,9.052131314353788
23,0.23,9.216545016993011
24,0.24,9.272010535743222
25,0.25,9.327809848096624
26,0.26,9.402731639438105
27,0.27,9.478255209215169
28,0.28,9.669728730021793
29,0.29,10.084506844740538
30,0.3,10.165506493093956
31,0.31,10.226682898130607
32,0.32,10.267671566070339
33,0.33,10.329462804405184
34,0.34,10.433275666256764
35,0.35000000000000003,10.58036882420654
36,0.36,10.902589134830023
37,0.37,10.990159692286051
38,0.38,11.078433624182619
39,0.39,11.257114254937344
40,0.4,11.415822271300364
41,0.41000000000000003,11.553637421617882
42,0.42,11.69311631679807
43,0.43,12.194686616904884
44,0.44,12.61643520070953
45,0.45,12.819921783381114
46,0.46,13.000662984908592
47,0.47000000000000003,13.236793799175965
48,0.48,13.343112894355036
49,0.49,13.477213453290293
50,0.5,13.58546362033439
51,0.51,13.776997785638752
52,0.52,13.9433177383876
53,0.53,14.339247922507571
54,0.54,14.57052121891919
55,0.55,14.80552465082481
56,0.56,15.134855661118525
57,0.5700000000000001,15.286963540264109
58,0.58,15.47151224189346
59,0.59,15.847320319276337
60,0.6,16.362635816365206
61,0.61,16.593323842983292
62,0.62,16.82726421636398
63,0.63,17.09866595834788
64,0.64,17.584194445047736
65,0.65,17.654672107675523
66,0.66,17.72543224562198
67,0.67,17.796475991051587
68,0.68,17.832104571614245
69,0.6900000000000001,17.97533360818885
70,0.7000000000000001,18.047378961282448
71,0.71,18.192337100740414
72,0.72,18.448821104444963
73,0.73,18.859192843126735
74,0.74,19.355962037810027
75,0.75,19.707524037549717
76,0.76,19.985369849237582
77,0.77,20.186226222748783
78,0.78,20.38910123704993
79,0.79,20.594015179825057
80,0.8,21.052104169248214
81,0.81,21.434473168836654
82,0.8200000000000001,21.64989327771094
83,0.8300000000000001,22.131468999885865
84,0.84,22.89687741106054
85,0.85,23.080787149755857
86,0.86,23.736182119396236
87,0.87,24.70487441745884
88,0.88,25.20394615391064
89,0.89,26.337679390681256
90,0.9,28.13461341223975
91,0.91,30.47786367625726
92,0.92,32.622448695053734
93,0.93,34.158131775104636
94,0.9400000000000001,35.198402111022496
95,0.9500000000000001,36.48862977339375
96,0.96,38.900251672510336
97,0.97,43.336739230849844
98,0.98,50.6531190034537
99,0.99,57.45493206664411
100,1.0,102.6167365464068
