,cdf,Intra-session Think Time
0,0.0,0.0009219654300178044
1,0.01,0.001297906476021001
2,0.02,0.0013590046796949687
3,0.03,0.0014116406243079936
4,0.04,0.0014751395654809543
5,0.05,0.001538414929764708
6,0.06,0.0015979996569145244
7,0.07,0.0016368155896646147
8,0.08,0.0016565757069098507
9,0.09,0.0016900407673121466
10,0.1,0.0017172989123305313
11,0.11,0.0017345580591147777
12,0.12,0.0017660628067855885
13,0.13,0.0017909615791076804
14,0.14,0.0018162113858668045
15,0.15,0.0018529013019858475
16,0.16,0.0018865555159057756
17,0.17,0.0019440097043602314
18,0.18,0.0020477727012783928
19,0.19,0.002170055481305307
20,0.2,0.002231675712758422
21,0.21,0.00236494026409475
22,0.22,0.002432094384209067
23,0.23,0.0024861933857352717
24,0.24,0.002531350072688951
25,0.25,0.0025824867534506844
26,0.26,0.0026293924151569274
27,0.27,0.002671801072479778
28,0.28,0.0026986531286693764
29,0.29,0.0027257750526006397
30,0.3,0.0027531695564903683
31,0.31,0.0027752832571766224
32,0.32,0.002791985017462528
33,0.33,0.002814410487354534
34,0.34,0.0028313477168010713
35,0.35000000000000003,0.0028483868751391526
36,0.36,0.0028655285757807265
37,0.37,0.002882773435829279
38,0.38,0.002917575121152371
39,0.39,0.0029410093418333052
40,0.4,0.0029646317882414674
41,0.41000000000000003,0.0029824730551950784
42,0.42,0.0030064285418057455
43,0.43,0.003018478343526609
44,0.44,0.00303057644099756
45,0.45,0.0030427230277885464
46,0.46,0.003054918298245344
47,0.47000000000000003,0.0030733029128530136
48,0.48,0.0030794556714373042
49,0.49,0.003091798166771227
50,0.5,0.0031041901309747546
51,0.51,0.003116631762319713
52,0.52,0.0031291232598726006
53,0.53,0.003141664823497778
54,0.54,0.0031479544427640365
55,0.55,0.003160571481996519
56,0.56,0.003173239090473852
57,0.5700000000000001,0.003179591921485812
58,0.58,0.003205130684214904
59,0.59,0.0032244192826793422
60,0.6,0.0032373427939090043
61,0.61,0.0032568252460757714
62,0.62,0.0032829843536793593
63,0.63,0.0033159789060218177
64,0.64,0.0033359345933046455
65,0.65,0.003349305059239268
66,0.66,0.003389738850973985
67,0.67,0.0034169655323740807
68,0.68,0.0034444109008803627
69,0.6900000000000001,0.0034929718028342666
70,0.7000000000000001,0.0035210276604080576
71,0.71,0.0035849800241817553
72,0.72,0.003679411830165301
73,0.73,0.0037537409046698913
74,0.74,0.0038219200350263455
75,0.75,0.004001834730761234
76,0.76,0.0042408043565308525
77,0.77,0.00458482980003795
78,0.78,0.0047719403173437395
79,0.79,0.004858612985812855
80,0.8,0.004927111964484566
81,0.81,0.005016603012865004
82,0.8200000000000001,0.005087329408193483
83,0.8300000000000001,0.005159052937037078
84,0.84,0.005210902298420055
85,0.85,0.0052843680151672245
86,0.86,0.0053374768144454875
87,0.87,0.00541272703740851
88,0.88,0.0054671258667392236
89,0.89,0.005489038172906209
90,0.9,0.00556642517817541
91,0.91,0.005622368700018833
92,0.92,0.005667528061267354
93,0.93,0.0057474314997432475
94,0.9400000000000001,0.005828461453943678
95,0.9500000000000001,0.005910633806009663
96,0.96,0.006005964591249252
97,0.97,0.006066325559114
98,0.98,0.006176508124076063
99,0.99,0.006690931552625862
100,1.0,0.01274008503346046
