,cdf,Output Throughput
0,0.0,19.786512030698223
1,0.01,20.22663908805958
2,0.02,20.47082099980388
3,0.03,20.552868296348876
4,0.04,20.676556240123897
5,0.05,20.717950747111136
6,0.06,20.800988542652856
7,0.07,20.842632163358868
8,0.08,20.884359154676908
9,0.09,20.9261696835151
10,0.1,20.968063917115735
11,0.11,21.010042023055906
12,0.12,21.052104169248214
13,0.13,21.09425052394139
14,0.14,21.221196526570374
15,0.15,21.263681404501444
16,0.16,21.34890649507551
17,0.17,21.477385027032522
18,0.18,21.520382794854417
19,0.19,21.606636747685542
20,0.2,21.69323640739604
21,0.21,21.823787129872706
22,0.22,21.9112571309243
23,0.23,21.99907771279114
24,0.24,22.175776245130884
25,0.25,22.26465702278593
26,0.26,22.353894035665824
27,0.27,22.443488711565614
28,0.28,22.48842062089808
29,0.29,22.57855448096794
30,0.3,22.66904959863203
31,0.31,22.89687741106054
32,0.32,23.266174067691793
33,0.33,23.594191377547254
34,0.34,23.879027366934686
35,0.35000000000000003,24.07082582069371
36,0.36,24.312741723088106
37,0.37,24.903306147561054
38,0.38,25.304963872946626
39,0.39,25.50821557447864
40,0.4,26.127818448627895
41,0.41000000000000003,26.549225954329337
42,0.42,26.869735986699773
43,0.43,27.031439080693858
44,0.44,27.194115310062983
45,0.45,27.248557983356402
46,0.46,27.303109650990756
47,0.47000000000000003,27.41254084254664
48,0.48,27.467420804193367
49,0.49,27.522410635633197
50,0.5,27.577510556825658
51,0.51,27.632720788170655
52,0.52,27.68804155050934
53,0.53,27.743473065124977
54,0.54,27.79901555374385
55,0.55,27.85466923853611
56,0.56,27.966311087546437
57,0.5700000000000001,28.07840039842908
58,0.58,28.19093896461661
59,0.59,28.24737728086207
60,0.6,28.30392858672967
61,0.61,28.360593108424823
62,0.62,28.417371072605857
63,0.63,28.47426270638485
64,0.64,28.531268237328565
65,0.65,28.645621903256057
66,0.66,28.70297049565497
67,0.67,28.76043390005068
68,0.68,28.81801234629703
69,0.6900000000000001,28.875706064708037
70,0.7000000000000001,28.933515286058807
71,0.71,29.107638282436444
72,0.72,29.22430204643042
73,0.73,29.400175008601114
74,0.74,30.295543939595497
75,0.75,31.78519619708015
76,0.76,32.42729996945664
77,0.77,32.622448695053734
78,0.78,33.348095657277305
79,0.79,33.75068363618836
80,0.8,34.226516423303046
81,0.81,34.57049874730132
82,0.8200000000000001,34.91793815228792
83,0.8300000000000001,35.766106256221086
84,0.84,36.92913120006213
85,0.85,38.12997482649355
86,0.86,38.28280022376868
87,0.87,38.51318757279229
88,0.88,38.744961401652304
89,0.89,38.900251672510336
90,0.9,39.36986690514359
91,0.91,40.24560203434602
92,0.92,41.305709721798415
93,0.93,43.250152339279715
94,0.9400000000000001,45.74126178911519
95,0.9500000000000001,48.08646723210745
96,0.96,48.76441254344387
97,0.97,49.45191584212306
98,0.98,55.31260591795624
99,0.99,66.61973797750802
100,1.0,118.7477021407729
