,cdf,Normalized End to End Latency
0,0.0,0.007635077994292631
1,0.01,0.008139698787313627
2,0.02,0.00860852674446919
3,0.03,0.00880001302251463
4,0.04,0.009049895499672129
5,0.05,0.009122585058457146
6,0.06,0.009232715577419089
7,0.07,0.00932550594269779
8,0.08,0.00941922886696375
9,0.09,0.009532940556873218
10,0.1,0.009667340372991665
11,0.11,0.009744989303453107
12,0.12,0.009941851212208306
13,0.13,0.010082016040345662
14,0.14,0.010142689996659517
15,0.15,0.01020372909115209
16,0.16,0.010265135521238833
17,0.17,0.010368301882929937
18,0.18,0.01043069871834225
19,0.19,0.010514479010355916
20,0.2,0.010535529018384658
21,0.21,0.010598932233063824
22,0.22,0.010620151316613502
23,0.23,0.010662717010702434
24,0.24,0.010684063791504642
25,0.25,0.01072688564756092
26,0.26,0.010769879134130817
27,0.27,0.01079144045371867
28,0.28,0.010813044939111494
29,0.29,0.010834692676727332
30,0.3,0.010878118255165542
31,0.31,0.0108998962696904
32,0.32,0.010943583184912693
33,0.33,0.010965492260357958
34,0.34,0.010987445197816132
35,0.35000000000000003,0.011009442085099047
36,0.36,0.011031483010194344
37,0.37,0.011075697326653724
38,0.38,0.011097870894875253
39,0.39,0.011120088854624748
40,0.4,0.011142351294774148
41,0.41000000000000003,0.011164658304373295
42,0.42,0.011209406389011986
43,0.43,0.011231847643044041
44,0.44,0.011276865023359462
45,0.45,0.011299441329712537
46,0.46,0.011413002641077271
47,0.47000000000000003,0.011481686525419796
48,0.48,0.011550783751992826
49,0.49,0.011643560665779715
50,0.5,0.011784125140703235
51,0.51,0.01199815999939721
52,0.52,0.012118743552489568
53,0.53,0.01221608236948377
54,0.54,0.012338856079540583
55,0.55,0.012413111785119417
56,0.56,0.012487814364361043
57,0.5700000000000001,0.012588117590665422
58,0.58,0.012663873361506612
59,0.59,0.01274008503346046
60,0.6,0.01279114744735968
61,0.61,0.013023472834585331
62,0.62,0.013260017943753182
63,0.63,0.013366523577309688
64,0.64,0.013446963825009393
65,0.65,0.013500859417599022
66,0.66,0.013554971024371348
67,0.67,0.013609299511113834
68,0.68,0.013663845747083996
69,0.6900000000000001,0.013718610605023348
70,0.7000000000000001,0.013773594961171384
71,0.71,0.013801169725858414
72,0.72,0.01385648497995479
73,0.73,0.013884225690625371
74,0.74,0.013939873834026525
75,0.75,0.01399574501585511
76,0.76,0.01405184013005181
77,0.77,0.014079971942123988
78,0.78,0.014108160074140246
79,0.79,0.014164705749241335
80,0.8,0.014193063518509087
81,0.81,0.014221478060087686
82,0.8200000000000001,0.014278477915038083
83,0.8300000000000001,0.014335706226092027
84,0.84,0.01439316390890434
85,0.85,0.01442197905186511
86,0.86,0.014508771070787758
87,0.87,0.014537817659518063
88,0.88,0.014596085407384123
89,0.89,0.014654586693083775
90,0.9,0.014683925204981843
91,0.91,0.014713322452639456
92,0.92,0.014742778553645742
93,0.93,0.014772293625825215
94,0.9400000000000001,0.01480186778723828
95,0.9500000000000001,0.014831501156181702
96,0.96,0.014890945991031294
97,0.97,0.014980560270845588
98,0.98,0.015010551382498934
99,0.99,0.015100885452111988
100,1.0,0.015313784737057837
