,cdf,Normalized End to End Latency
0,0.0,0.006571572201736286
1,0.01,0.017579851268977924
2,0.02,0.018892281567469155
3,0.03,0.019940512652971382
4,0.04,0.020302691835303904
5,0.05,0.020506737348862922
6,0.06,0.02075430068885643
7,0.07,0.021131260689042444
8,0.08,0.0213009888385126
9,0.09,0.021386363457730474
10,0.1,0.021472080259448016
11,0.11,0.021558140615136834
12,0.12,0.021687878325993115
13,0.13,0.021818396803331926
14,0.14,0.021949700745835708
15,0.15,0.022037675410173048
16,0.16,0.02208179488046369
17,0.17,0.02217029897967988
18,0.18,0.022348372776335664
19,0.19,0.022482866134419098
20,0.2,0.02284548533117115
21,0.21,0.023121282721859978
22,0.22,0.023167571576157994
23,0.23,0.02344725728633999
24,0.24,0.02354123417528636
25,0.25,0.02368290621867625
26,0.26,0.023825430849816174
27,0.27,0.023968813199611645
28,0.28,0.024209703857776026
29,0.29,0.024355398777161173
30,0.3,0.024404158334272612
31,0.31,0.024501970494117235
32,0.32,0.024551023488099455
33,0.33,0.024649424285245334
34,0.34,0.02484741063499535
35,0.35000000000000003,0.02509713134714314
36,0.36,0.025197720951150127
37,0.37,0.02529871371949866
38,0.38,0.025349361795013157
39,0.39,0.02550191521924695
40,0.4,0.025758213814027427
41,0.41000000000000003,0.025913227725275052
42,0.42,0.02601708825337182
43,0.43,0.02617366008084974
44,0.44,0.02638388922693599
45,0.45,0.026542668476635518
46,0.46,0.026595806952064222
47,0.47000000000000003,0.026649051810827114
48,0.48,0.02670240326590385
49,0.49,0.026755861530700437
50,0.5,0.026916879323883557
51,0.51,0.02718739854909769
52,0.52,0.02724182777542221
53,0.53,0.027405770131964907
54,0.54,0.027570699099849907
55,0.55,0.02773662061654186
56,0.56,0.027847789325256753
57,0.5700000000000001,0.027959403599491964
58,0.58,0.02812766435465923
59,0.59,0.028183975995008898
60,0.6,0.028410352175812174
61,0.61,0.028467229757745738
62,0.62,0.02858132675667759
63,0.63,0.028695881057752136
64,0.64,0.02881089449384189
65,0.65,0.028868573962298034
66,0.66,0.028984279553624294
67,0.67,0.02910044889435089
68,0.68,0.02921708384319103
69,0.6900000000000001,0.02933418626630761
70,0.7000000000000001,0.029451758037343144
71,0.71,0.029510720515896368
72,0.72,0.029688317155319145
73,0.73,0.029747753225700165
74,0.74,0.02980730828721308
75,0.75,0.029866982578078374
76,0.76,0.03004672321615285
77,0.77,0.0302275455402293
78,0.78,0.03047033585184701
79,0.79,0.030531337525224085
80,0.8,0.030592461324073388
81,0.81,0.030653707492890352
82,0.8200000000000001,0.030715076276659904
83,0.8300000000000001,0.030838182671449714
84,0.84,0.030899920774896065
85,0.85,0.03096178247814911
86,0.86,0.03139829604360529
87,0.87,0.03152414079143062
88,0.88,0.031840963779705946
89,0.89,0.032096713208914295
90,0.9,0.03228987245080231
91,0.91,0.032679685249196025
92,0.92,0.03274511004448971
93,0.93,0.033008121656235595
94,0.9400000000000001,0.03314041860446005
95,0.9500000000000001,0.033339858905148255
96,0.96,0.033607647592195256
97,0.97,0.033809899694717246
98,0.98,0.034081463790840066
99,0.99,0.03428656733728183
100,1.0,0.03483956478133087
