,cdf,Time to First Chunk
0,0.0,0.05187068491076683
1,0.01,0.08990503764303397
2,0.02,0.09470378742445622
3,0.03,0.097587948109981
4,0.04,0.10218184485054375
5,0.05,0.10382990423411238
6,0.06,0.10635196646532799
7,0.07,0.10893529041054638
8,0.08,0.11047111064488437
9,0.09,0.11315448994541506
10,0.1,0.11660055836745689
11,0.11,0.11919419693100665
12,0.12,0.12208946284189441
13,0.13,0.12356336259907981
14,0.14,0.12555627787179344
15,0.15,0.1278367543493902
16,0.16,0.13068032851886138
17,0.17,0.13385459631147278
18,0.18,0.1362857950016587
19,0.19,0.14184772569840562
20,0.2,0.1435601529922739
21,0.21,0.14646026143356622
22,0.22,0.1494189559713202
23,0.23,0.15152553369383384
24,0.24,0.153354794320592
25,0.25,0.15489603614299255
26,0.26,0.15645276770841454
27,0.27,0.15834151134745428
28,0.28,0.1592944165901874
29,0.29,0.1605738833927904
30,0.3,0.1615402231354701
31,0.31,0.16251237834750595
32,0.32,0.1638176921027434
33,0.33,0.16513349025318164
34,0.34,0.1661272698835136
35,0.35000000000000003,0.16679310997739533
36,0.36,0.1681328069466118
37,0.37,0.1691446365789772
38,0.38,0.17050322121724426
39,0.39,0.17118660017665313
40,0.4,0.17290705468735634
41,0.41000000000000003,0.17464480005914534
42,0.42,0.1764000100681213
43,0.43,0.1778168705061217
44,0.44,0.17924511129211643
45,0.45,0.18104655521311142
46,0.46,0.18250073711150622
47,0.47000000000000003,0.18396659912715668
48,0.48,0.18581549480567608
49,0.49,0.1876829722009108
50,0.5,0.18881245547197503
51,0.51,0.18956921806228094
52,0.52,0.19147442101607043
53,0.53,0.1930123604522527
54,0.54,0.1945626527536209
55,0.55,0.19612539713947758
56,0.56,0.19809649081050018
57,0.5700000000000001,0.1996876192952873
58,0.58,0.20129152786438959
59,0.59,0.20331454202976967
60,0.6,0.2049475823621422
61,0.61,0.2074217696085098
62,0.62,0.20908779955502088
63,0.63,0.2120356163010872
64,0.64,0.21416661038659682
65,0.65,0.21675209243966143
66,0.66,0.21980796394052537
67,0.67,0.2215734808922789
68,0.68,0.22335317863189402
69,0.6900000000000001,0.22469732656308566
70,0.7000000000000001,0.22650211530662803
71,0.71,0.22877850017297258
72,0.72,0.23107776309523603
73,0.73,0.2334001340017798
74,0.74,0.2357458451317849
75,0.75,0.23859183802756134
76,0.76,0.2409897266679567
77,0.77,0.24438731157445817
78,0.78,0.24832895896450582
79,0.79,0.25082470733001944
80,0.8,0.2574316702527415
81,0.81,0.26106106130355294
82,0.8200000000000001,0.26527163444788204
83,0.8300000000000001,0.26955011862465406
84,0.84,0.27389760914991473
85,0.85,0.2783152190057239
86,0.86,0.2856463083245313
87,0.87,0.29141674846916216
88,0.88,0.3002917127329587
89,0.89,0.3106771870425512
90,0.9,0.31505725807746504
91,0.91,0.3259533931390539
92,0.92,0.3332038326069433
93,0.93,0.3481921307622794
94,0.9400000000000001,0.3660443291567078
95,0.9500000000000001,0.3855822237016827
96,0.96,0.4013181381166827
97,0.97,0.42443314123644965
98,0.98,0.4634759624206222
99,0.99,0.5163343695635656
100,1.0,0.5975001932969285
