,cdf,Intra-session Think Time
0,0.0,0.0013864584045705003
1,0.01,0.0017484901824203582
2,0.02,0.002209470161033626
3,0.03,0.0025567905723906372
4,0.04,0.002661135210579521
5,0.05,0.0027257750526006397
6,0.06,0.002764204293154923
7,0.07,0.0027975745770570477
8,0.08,0.0028200449427846735
9,0.09,0.0028313477168010713
10,0.1,0.0028370160805984714
11,0.11,0.0028598032439609844
12,0.12,0.0028770136487447045
13,0.13,0.002888544754019128
14,0.14,0.0029059281263044516
15,0.15,0.002917575121152371
16,0.16,0.0029410093418333052
17,0.17,0.0029587084480052206
18,0.18,0.002976514068071811
19,0.19,0.003000421691572367
20,0.2,0.003018478343526609
21,0.21,0.0030427230277885464
22,0.22,0.0030671624474926675
23,0.23,0.0030856207478565986
24,0.24,0.003097987952890889
25,0.25,0.0031104047258315613
26,0.26,0.0031291232598726006
27,0.27,0.003141664823497778
28,0.28,0.003160571481996519
29,0.29,0.003173239090473852
30,0.3,0.003192335764113168
31,0.31,0.003205130684214904
32,0.32,0.0032179768865101526
33,0.33,0.0032373427939090043
34,0.34,0.003250318102726968
35,0.35000000000000003,0.0032698786407961205
36,0.36,0.003289556894927967
37,0.37,0.0033093535735422533
38,0.38,0.0033292693893220184
39,0.39,0.0033359345933046455
40,0.4,0.003349305059239268
41,0.41000000000000003,0.003376206972858198
42,0.42,0.0033965251149398997
43,0.43,0.0034033249650198593
44,0.44,0.0034169655323740807
45,0.45,0.0034375289610184636
46,0.46,0.0034444109008803627
47,0.47000000000000003,0.003465139496797159
48,0.48,0.0034929718028342666
49,0.49,0.003528076764833299
50,0.5,0.0035564145885578595
51,0.51,0.0035778172269306427
52,0.52,0.0036137748999038356
53,0.53,0.003628258953125838
54,0.54,0.003672060357977158
55,0.55,0.003708965190481205
56,0.56,0.0037537409046698913
57,0.5700000000000001,0.003799057164395718
58,0.58,0.0038142838311601636
59,0.59,0.0038835626016308854
60,0.6,0.003930446106909064
61,0.61,0.003977895603595812
62,0.62,0.004050146051825879
63,0.63,0.004107246888799607
64,0.64,0.004198607634150749
65,0.65,0.004317830011839251
66,0.66,0.004494044057374162
67,0.67,0.004781493751412496
68,0.68,0.004887852303709934
69,0.6900000000000001,0.0049468598884424946
70,0.7000000000000001,0.005056896810690399
71,0.71,0.005169381371345461
72,0.72,0.00522133453525373
73,0.73,0.005358869485653015
74,0.74,0.0054019123979731284
75,0.75,0.005489038172906209
76,0.76,0.0055220714135770475
77,0.77,0.005577569172526112
78,0.78,0.005644903221327004
79,0.79,0.00570163546088076
80,0.8,0.0057474314997432475
81,0.81,0.005782019761291014
82,0.8200000000000001,0.005828461453943678
83,0.8300000000000001,0.005863537356840318
84,0.84,0.005898824347855797
85,0.85,0.005934323697326441
86,0.86,0.005934323697326441
87,0.87,0.006054205028526359
88,0.88,0.0060906394648480204
89,0.89,0.006151851429625353
90,0.9,0.00621367858508234
91,0.91,0.006263587399476705
92,0.92,0.0063265375204762065
93,0.93,0.006390120300921663
94,0.9400000000000001,0.006480211179837237
95,0.9500000000000001,0.006611120173400476
96,0.96,0.006785263408045402
97,0.97,0.0069500796687990965
98,0.98,0.00709048063867145
99,0.99,0.007483893270706591
100,1.0,0.00830413166559243
