,cdf,End to End Latency
0,0.0,1.6938425998786681
1,0.01,1.76296965124604
2,0.02,1.8057927589526754
3,0.03,2.0730060314981573
4,0.04,2.23222705761356
5,0.05,2.3419871623412503
6,0.06,2.4229838947736235
7,0.07,2.4818389636762546
8,0.08,2.4967747650335936
9,0.09,2.531975453352976
10,0.1,2.5625422026778466
11,0.11,2.577963679199555
12,0.12,2.619542858340607
13,0.13,2.6353073669778864
14,0.14,2.753849738589236
15,0.15,2.8662365166470787
16,0.16,2.953526443497399
17,0.17,3.001162958349363
18,0.18,3.1049570341804045
19,0.19,3.161352314451672
20,0.2,3.193124444067587
21,0.21,3.225215889001734
22,0.22,3.290369593770964
23,0.23,3.3770410789667724
24,0.24,3.459070507977143
25,0.25,3.5008294203608994
26,0.26,3.5078380878691298
27,0.27,3.5715508896676345
28,0.28,3.5787011416990007
29,0.29,3.5787011416990007
30,0.3,3.5930446188766747
31,0.31,3.6074455848832288
32,0.32,3.614667698166278
33,0.33,3.629155329734448
34,0.34,3.636420905970153
35,0.35000000000000003,3.680320844306961
36,0.36,3.6876888540052732
37,0.37,3.695071614473752
38,0.38,3.695071614473752
39,0.39,3.7173086961066284
40,0.4,3.724750755558294
41,0.41000000000000003,3.747166447391986
42,0.42,3.76218513553916
43,0.43,3.7772640187688933
44,0.44,3.7848261088965587
45,0.45,3.7924033383437985
46,0.46,3.7999957374195623
47,0.47000000000000003,3.8305176383131108
48,0.48,3.8535698392733546
49,0.49,3.861284693806434
50,0.5,3.9000912631390414
51,0.51,3.9078992536558363
52,0.52,3.9078992536558363
53,0.53,3.9157228757852773
54,0.54,3.9314171401228295
55,0.55,3.9314171401228295
56,0.56,3.9314171401228295
57,0.5700000000000001,3.9392878451080606
58,0.58,3.955076558125815
59,0.59,3.962994629313254
60,0.6,3.962994629313254
61,0.61,3.962994629313254
62,0.62,3.9709285524950624
63,0.63,3.9709285524950624
64,0.64,3.978878359406965
65,0.65,3.978878359406965
66,0.66,3.98684408184822
67,0.67,3.99482575168175
68,0.68,3.99482575168175
69,0.6900000000000001,3.99482575168175
70,0.7000000000000001,4.002823400834266
71,0.71,4.002823400834266
72,0.72,4.002823400834266
73,0.73,4.010837061296397
74,0.74,4.018866765122815
75,0.75,4.051146657413629
76,0.76,4.051146657413629
77,0.77,4.067383701895202
78,0.78,4.075526612209306
79,0.79,4.124727563252205
80,0.8,4.1495503307401576
81,0.81,4.216477145089314
82,0.8200000000000001,4.233376836152106
83,0.8300000000000001,4.250344261379744
84,0.84,4.2759229949387665
85,0.85,4.327543189812955
86,0.86,4.353586509461949
87,0.87,4.397340795955234
88,0.88,4.477209619873319
89,0.89,4.477209619873319
90,0.9,4.486173002495688
91,0.91,4.495154329828011
92,0.92,4.522206339697921
93,0.93,4.522206339697921
94,0.9400000000000001,4.622797356749544
95,0.9500000000000001,4.622797356749544
96,0.96,4.632052206312607
97,0.97,4.641325584103023
98,0.98,4.641325584103023
99,0.99,4.859813326551216
100,1.0,4.869542682560328
