,cdf,Time to First Chunk
0,0.0,0.0727299964470121
1,0.01,0.08759763214902355
2,0.02,0.09413726577558001
3,0.03,0.09778331937746845
4,0.04,0.10197768532037281
5,0.05,0.10487341246957661
6,0.06,0.10699199664792114
7,0.07,0.10893529041054638
8,0.08,0.11158136413677716
9,0.09,0.11452052409261221
10,0.1,0.1168339929187431
11,0.11,0.11991151214539592
12,0.12,0.12233388619092724
13,0.13,0.12455583442482021
14,0.14,0.12605950894219034
15,0.15,0.1273264284940292
16,0.16,0.12938003709311832
17,0.17,0.13068032851886138
18,0.18,0.13278803113451046
19,0.19,0.1360134957109461
20,0.2,0.14071747056462464
21,0.21,0.142987059141101
22,0.22,0.1473416648620447
23,0.23,0.14912041659875017
24,0.24,0.15122278537476527
25,0.25,0.153354794320592
26,0.26,0.15551686131708756
27,0.27,0.1573943064200308
28,0.28,0.15865851137017192
29,0.29,0.1596133243311087
30,0.3,0.16121746544688773
31,0.31,0.16251237834750595
32,0.32,0.1638176921027434
33,0.33,0.1654640878312661
34,0.34,0.16679310997739533
35,0.35000000000000003,0.16746161876637405
36,0.36,0.16846940916272116
37,0.37,0.1691446365789772
38,0.38,0.17050322121724426
39,0.39,0.17118660017665313
40,0.4,0.17221680765292285
41,0.41000000000000003,0.17325321495700072
42,0.42,0.1753447785163178
43,0.43,0.1764000100681213
44,0.44,0.1778168705061217
45,0.45,0.17888697920162275
46,0.46,0.18104655521311142
47,0.47000000000000003,0.18286610395257027
48,0.48,0.18470393946700464
49,0.49,0.1854442350757946
50,0.5,0.1873079812474624
51,0.51,0.18881245547197503
52,0.52,0.1899487360163596
53,0.53,0.19147442101607043
54,0.54,0.1930123604522527
55,0.55,0.19495216757394843
56,0.56,0.1969114700878593
57,0.5700000000000001,0.19849308038169242
58,0.58,0.1996876192952873
59,0.59,0.20129152786438959
60,0.6,0.20331454202976967
61,0.61,0.20576901473490394
62,0.62,0.20783702840652488
63,0.63,0.20992582596804063
64,0.64,0.2124601120294177
65,0.65,0.2154554732003914
66,0.66,0.21675209243966143
67,0.67,0.21936878718939543
68,0.68,0.2215734808922789
69,0.6900000000000001,0.22335317863189402
70,0.7000000000000001,0.22559791614791808
71,0.71,0.22832140027252712
72,0.72,0.23154038123957085
73,0.73,0.2352748244621909
74,0.74,0.23811513105847537
75,0.75,0.24050822871257613
76,0.76,0.24292537740600662
77,0.77,0.24438731157445817
78,0.78,0.24733762678434026
79,0.79,0.25132685889624573
80,0.8,0.2548701814859296
81,0.81,0.2584634594804186
82,0.8200000000000001,0.2615837060709274
83,0.8300000000000001,0.2663348463462585
84,0.84,0.2733503611795853
85,0.85,0.27665032680799384
86,0.86,0.2805506713900541
87,0.87,0.2862181728056615
88,0.88,0.2920001653830144
89,0.89,0.3008928973430347
90,0.9,0.3039169222488286
91,0.91,0.31129916339298674
92,0.92,0.3201387191853108
93,0.93,0.3279149930667399
94,0.9400000000000001,0.33790149473597514
95,0.9500000000000001,0.3573638448347018
96,0.96,0.3855822237016827
97,0.97,0.40616296823187664
98,0.98,0.4364852148468585
99,0.99,0.49213572518622073
100,1.0,0.5763727549016947
