,cdf,Time Between Chunks
0,0.0,1.2019210943206875e-05
1,0.01,0.006238583083515037
2,0.02,0.00651920933739388
3,0.03,0.006826097381523547
4,0.04,0.007104675795105227
5,0.05,0.007394623213284427
6,0.06,0.007681026184299946
7,0.07,0.007946671544214669
8,0.08,0.008221504147545959
9,0.09,0.008488847042827593
10,0.1,0.00876488326506922
11,0.11,0.009031813790382074
12,0.12,0.009306873563191898
13,0.13,0.009590310156026375
14,0.14,0.009862633668771789
15,0.15,0.010142689996659517
16,0.16,0.010409858161462445
17,0.17,0.01072688564756092
18,0.18,0.011009442085099047
19,0.19,0.011276865023359462
20,0.2,0.01157390844418901
21,0.21,0.011878776273103181
22,0.22,0.012191674612501781
23,0.23,0.01246286368631037
24,0.24,0.012765590709203124
25,0.25,0.013049545853273191
26,0.26,0.013339817236495882
27,0.27,0.01363654535598093
28,0.28,0.013884225690625371
29,0.29,0.014193063518509087
30,0.3,0.014450851882799777
31,0.31,0.014742778553645742
32,0.32,0.015010551382498934
33,0.33,0.015283187764556231
34,0.34,0.015529685574838067
35,0.35000000000000003,0.015811750982145337
36,0.36,0.016066773825145382
37,0.37,0.016325909852733606
38,0.38,0.01662243706766539
39,0.39,0.016890535215895276
40,0.4,0.017162957436268847
41,0.41000000000000003,0.0174397734704088
42,0.42,0.01772105418477893
43,0.43,0.017970893823414057
44,0.44,0.018260740813748913
45,0.45,0.018518189204716273
46,0.46,0.01881686335304635
47,0.47000000000000003,0.01908215221743059
48,0.48,0.019351181247231664
49,0.49,0.01966329046667553
50,0.5,0.019940512652971382
51,0.51,0.020221643246189514
52,0.52,0.020506737348862922
53,0.53,0.020795850840385675
54,0.54,0.021089040387965444
55,0.55,0.021386363457730474
56,0.56,0.021644545901765355
57,0.5700000000000001,0.021949700745835708
58,0.58,0.022214683962622186
59,0.59,0.02252787687743095
60,0.6,0.022799840005834144
61,0.61,0.023121282721859978
62,0.62,0.023400409619434216
63,0.63,0.02368290621867625
64,0.64,0.023968813199611645
65,0.65,0.024209703857776026
66,0.66,0.024501970494117235
67,0.67,0.02479776545890145
68,0.68,0.02509713134714314
69,0.6900000000000001,0.025349361795013157
70,0.7000000000000001,0.025655386715794894
71,0.71,0.025913227725275052
72,0.72,0.02617366008084974
73,0.73,0.026489636171986894
74,0.74,0.026755861530700437
75,0.75,0.027078866128275373
76,0.76,0.027296365969166802
77,0.77,0.027625895694644402
78,0.78,0.027903540655237234
79,0.79,0.028183975995008898
80,0.8,0.028467229757745738
81,0.81,0.028695881057752136
82,0.8200000000000001,0.028984279553624294
83,0.8300000000000001,0.02921708384319103
84,0.84,0.029510720515896368
85,0.85,0.02980730828721308
86,0.86,0.03004672321615285
87,0.87,0.030348697905969318
88,0.88,0.030592461324073388
89,0.89,0.030899920774896065
90,0.9,0.031210470245606282
91,0.91,0.03152414079143062
92,0.92,0.0319047094529386
93,0.93,0.03228987245080231
94,0.9400000000000001,0.032679685249196025
95,0.9500000000000001,0.03327324580044266
96,0.96,0.03387758718159356
97,0.97,0.03456196006994819
98,0.98,0.03526015821238024
99,0.99,0.03604447783637629
100,1.0,0.2728042066117939
