,cdf,Output Throughput
0,0.0,25.86784222506631
1,0.01,26.549225954329337
2,0.02,27.303109650990756
3,0.03,27.68804155050934
4,0.04,28.360593108424823
5,0.05,28.991440241586453
6,0.06,29.400175008601114
7,0.07,29.755102533038666
8,0.08,30.174603765126243
9,0.09,30.416968843737266
10,0.1,30.784171401186107
11,0.11,30.969431716511867
12,0.12,31.406053124477214
13,0.13,31.721689311571495
14,0.14,32.04049769614657
15,0.15,32.29784979936916
16,0.16,32.557268977381305
17,0.17,32.81877183311004
18,0.18,33.1486060840254
19,0.19,33.48175522538304
20,0.2,33.81825257239694
21,0.21,34.158131775104636
22,0.22,34.50142682173228
23,0.23,34.70905772168032
24,0.24,35.198402111022496
25,0.25,35.48111878100839
26,0.26,35.766106256221086
27,0.27,36.270353405925924
28,0.28,36.561680083250394
29,0.29,37.07714360165317
30,0.3,37.449775214686134
31,0.31,37.750575111994586
32,0.32,38.35944246645889
33,0.33,38.66754889135929
34,0.34,39.13435486785647
35,0.35000000000000003,39.606796262836106
36,0.36,40.004851316295785
37,0.37,40.56885825924053
38,0.38,40.81300319254295
39,0.39,41.388403835355575
40,0.4,41.63748082513196
41,0.41000000000000003,42.393741660651905
42,0.42,42.819805990397306
43,0.43,43.42349946955025
44,0.44,44.12386366705374
45,0.45,44.65653987375613
46,0.46,45.37679139871435
47,0.47000000000000003,45.8328358867911
48,0.48,46.5720595264628
49,0.49,47.228654015778176
50,0.5,47.89450547864771
51,0.51,48.56974442417677
52,0.52,49.15609260564148
53,0.53,50.149111881082334
54,0.54,50.95795140178327
55,0.55,51.779836445041
56,0.56,52.509852588049384
57,0.5700000000000001,53.14376690938267
58,0.58,54.10901621767679
59,0.59,54.76223611076494
60,0.6,56.20472583755698
61,0.61,57.111234483520185
62,0.62,57.91641514808947
63,0.63,59.08640473753639
64,0.64,59.91943226817587
65,0.65,61.129885501168246
66,0.66,62.115830524611816
67,0.67,63.117677550509406
68,0.68,64.39273964569155
69,0.6900000000000001,65.56230384892444
70,0.7000000000000001,66.75311082631185
71,0.71,68.1016135699689
72,0.72,69.61645169482934
73,0.73,71.16498556380265
74,0.74,72.45755395112361
75,0.75,74.06928470764261
76,0.76,74.81369364413838
77,0.77,77.09211058833333
78,0.78,78.96470309310095
79,0.79,80.39893761340188
80,0.8,82.18731485603398
81,0.81,84.69029207376887
82,0.8200000000000001,87.0951316939423
83,0.8300000000000001,88.32303924404637
84,0.84,90.287678554875
85,0.85,93.78463284698218
86,0.86,97.2223891184982
87,0.87,99.78331992552278
88,0.88,102.41170810175863
89,0.89,106.16569722679915
90,0.9,108.74449663147404
91,0.91,112.73061955949834
92,0.92,115.93168373917126
93,0.93,120.90451457652556
94,0.9400000000000001,124.83602910226563
95,0.9500000000000001,128.6378534755621
96,0.96,133.35318448572338
97,0.97,139.63070923562609
98,0.98,146.78973123239538
99,0.99,153.6997737214188
100,1.0,158.38063028267285
