,cdf,Time Between Chunks
0,0.0,0.0009519454559336353
1,0.01,0.007773753782279754
2,0.02,0.011597079432065257
3,0.03,0.012413111785119417
4,0.04,0.013828799695279554
5,0.05,0.01442197905186511
6,0.06,0.015040602536417851
7,0.07,0.015498657232031206
8,0.08,0.01584340613926675
9,0.09,0.016131169647695245
10,0.1,0.016391344295595824
11,0.11,0.01668905999516812
12,0.12,0.016992183099781375
13,0.13,0.017231746775903854
14,0.14,0.017404928768170222
15,0.15,0.017579851268977924
16,0.16,0.017756531770734444
17,0.17,0.017899153799907433
18,0.18,0.018006871588826297
19,0.19,0.018115237627499264
20,0.2,0.018224255817118045
21,0.21,0.018297298853416077
22,0.22,0.018407412694422778
23,0.23,0.018481189825685865
24,0.24,0.018555262656577566
25,0.25,0.018629632372265528
26,0.26,0.018666928933571365
27,0.27,0.018741746209039317
28,0.28,0.01881686335304635
29,0.29,0.018854534751150547
30,0.3,0.018930103952989618
31,0.31,0.01896800205900161
32,0.32,0.019044026039173982
33,0.33,0.01912035472437239
34,0.34,0.019158633712809566
35,0.35000000000000003,0.01923542174694104
36,0.36,0.01931251754843599
37,0.37,0.019389922350829727
38,0.38,0.019467637392601538
39,0.39,0.019545663917194606
40,0.4,0.01966329046667553
41,0.41000000000000003,0.019781624897208798
42,0.42,0.01990067146884956
43,0.43,0.01998043359922357
44,0.44,0.020100676609200927
45,0.45,0.020221643246189514
46,0.46,0.02034333786500421
47,0.47000000000000003,0.020424874207613106
48,0.48,0.020506737348862922
49,0.49,0.02063014767483993
50,0.5,0.02071283355461296
51,0.51,0.02083748417540145
52,0.52,0.02092100106236009
53,0.53,0.0210048526860052
54,0.54,0.021131260689042444
55,0.55,0.021215955035797776
56,0.56,0.0213009888385126
57,0.5700000000000001,0.021386363457730474
58,0.58,0.021472080259448016
59,0.59,0.02160130005580778
60,0.6,0.021687878325993115
61,0.61,0.021818396803331926
62,0.62,0.021949700745835708
63,0.63,0.022126002678022175
64,0.64,0.022259157804389196
65,0.65,0.022482866134419098
66,0.66,0.022708822771297113
67,0.67,0.0229370503108903
68,0.68,0.023260427481417243
69,0.6900000000000001,0.02354123417528636
70,0.7000000000000001,0.023825430849816174
71,0.71,0.024064880490925433
72,0.72,0.024258171733367175
73,0.73,0.024501970494117235
74,0.74,0.02484741063499535
75,0.75,0.02555297010457077
76,0.76,0.027296365969166802
77,0.77,0.030838182671449714
78,0.78,0.03540148135018221
79,0.79,0.03842674465845936
80,0.8,0.041627196651416044
81,0.81,0.04402482758078329
82,0.8200000000000001,0.04712264922234397
83,0.8300000000000001,0.049340920933777434
84,0.84,0.050741990627267655
85,0.85,0.05218284466707463
86,0.86,0.05420395126272135
87,0.87,0.05563173523213165
88,0.88,0.05732597437491175
89,0.89,0.062224813640200376
90,0.9,0.06673662326332266
91,0.91,0.06946019745182111
92,0.92,0.07128984555170034
93,0.93,0.07331417019270454
94,0.9400000000000001,0.07494495534269678
95,0.9500000000000001,0.07615371935634636
96,0.96,0.07800351803209372
97,0.97,0.08086280398518435
98,0.98,0.090265378114208
99,0.99,0.11270277586550731
100,1.0,0.4814269639527997
