,cdf,Session Duration
0,0.0,0.0
1,0.01,0.0
2,0.02,0.0
3,0.03,0.0
4,0.04,0.0
5,0.05,12.416178496505779
6,0.06,12.515906337201805
7,0.07,12.566070240192689
8,0.08,19.27869280539285
9,0.09,21.09425052394139
10,0.1,21.86747839539798
11,0.11,23.879027366934686
12,0.12,24.655514029012366
13,0.13,24.7543336255018
14,0.14,24.803891850978285
15,0.15,24.903306147561054
16,0.16,25.10333169881963
17,0.17,25.20394615391064
18,0.18,25.61045280900837
19,0.19,27.194115310062983
20,0.2,27.910434342116766
21,0.21,28.70297049565497
22,0.22,29.459034217827526
23,0.23,29.518011263308665
24,0.24,30.235013382273646
25,0.25,30.356195679214313
26,0.26,30.538880420353877
27,0.27,31.031432580809184
28,0.28,31.21818092332617
29,0.29,31.28067978403353
30,0.3,31.28067978403353
31,0.31,31.34330376758515
32,0.32,31.406053124477214
33,0.33,31.468928105707406
34,0.34,31.468928105707406
35,0.35000000000000003,31.53192896277589
36,0.36,31.658309312946972
37,0.37,31.658309312946972
38,0.38,31.721689311571495
39,0.39,31.721689311571495
40,0.4,31.78519619708015
41,0.41000000000000003,31.848830223500734
42,0.42,31.848830223500734
43,0.43,31.976480717732706
44,0.44,32.104642836679396
45,0.45,32.23331863093885
46,0.46,32.42729996945664
47,0.47000000000000003,32.492219488915005
48,0.48,32.622448695053734
49,0.49,32.622448695053734
50,0.5,32.75319986141552
51,0.51,33.1486060840254
52,0.52,33.2149696597692
53,0.53,33.548785766374806
54,0.54,33.68324970284932
55,0.55,34.08988375956996
56,0.56,34.158131775104636
57,0.5700000000000001,34.158131775104636
58,0.58,34.36369671239413
59,0.59,34.43249290200854
60,0.6,34.63970895500363
61,0.61,34.77854532472673
62,0.62,34.91793815228792
63,0.63,34.91793815228792
64,0.64,35.339477729628165
65,0.65,35.55215205184124
66,0.66,35.766106256221086
67,0.67,35.83771007254983
68,0.68,35.90945723986225
69,0.6900000000000001,36.12556172046482
70,0.7000000000000001,36.12556172046482
71,0.71,36.12556172046482
72,0.72,36.34296672605789
73,0.73,36.41572541820215
74,0.74,36.561680083250394
75,0.75,36.708219736349946
76,0.76,36.92913120006213
77,0.77,37.1513721173722
78,0.78,37.449775214686134
79,0.79,38.12997482649355
80,0.8,38.20631111243247
81,0.81,38.744961401652304
82,0.8200000000000001,39.845151470422216
83,0.8300000000000001,41.05861739934763
84,0.84,42.905531327715394
85,0.85,44.12386366705374
86,0.86,44.389402758225586
87,0.87,44.65653987375613
88,0.88,44.745942355985854
89,0.89,45.28612847883683
90,0.9,45.46763582593901
91,0.91,46.20096926673978
92,0.92,46.94613041587921
93,0.93,47.228654015778176
94,0.9400000000000001,47.60799873003938
95,0.9500000000000001,48.08646723210745
96,0.96,48.47270197777481
97,0.97,48.56974442417677
98,0.98,48.66698114975067
99,0.99,48.95986089487216
100,1.0,49.25450320144857
