,cdf,Intra-session Think Time
0,0.0,0.0002241929930354018
1,0.01,0.0007700902134394144
2,0.02,0.001297906476021001
3,0.03,0.0014633855238936164
4,0.04,0.0015476731693734923
5,0.05,0.0015852666553305005
6,0.06,0.0017484901824203582
7,0.07,0.0018271414151230397
8,0.08,0.0018566108141019352
9,0.09,0.0019208209907241394
10,0.1,0.0020683531659711546
11,0.11,0.0021143611835090894
12,0.12,0.0021570741270970327
13,0.13,0.002272209599672194
14,0.14,0.0023791725646281274
15,0.15,0.0024175455033434113
16,0.16,0.0025061627102727618
17,0.17,0.0025773269397574763
18,0.18,0.002618895849124929
19,0.19,0.002671801072479778
20,0.2,0.002704055837635681
21,0.21,0.002736699991764428
22,0.22,0.0027531695564903683
23,0.23,0.002786406625819246
24,0.24,0.002814410487354534
25,0.25,0.0028313477168010713
26,0.26,0.0028770136487447045
27,0.27,0.002900122076102045
28,0.28,0.002917575121152371
29,0.29,0.0029410093418333052
30,0.3,0.0029646317882414674
31,0.31,0.0029944268430377565
32,0.32,0.003024521343213349
33,0.33,0.0030366436610996576
34,0.34,0.003054918298245344
35,0.35000000000000003,0.0030671624474926675
36,0.36,0.003091798166771227
37,0.37,0.0031104047258315613
38,0.38,0.003160571481996519
39,0.39,0.003179591921485812
40,0.4,0.003198726826703985
41,0.41000000000000003,0.0032179768865101526
42,0.42,0.003243823960663577
43,0.43,0.0032764249443812984
44,0.44,0.0032961425944173124
45,0.45,0.0033292693893220184
46,0.46,0.0033560103746731805
47,0.47000000000000003,0.003382966145977034
48,0.48,0.003389738850973985
49,0.49,0.0034033249650198593
50,0.5,0.0034306607712861585
51,0.51,0.0034444109008803627
52,0.52,0.003472076713006963
53,0.53,0.0034929718028342666
54,0.54,0.0035069716757916464
55,0.55,0.0035351399815797126
56,0.56,0.0035564145885578595
57,0.5700000000000001,0.0035849800241817553
58,0.58,0.0036065545704334983
59,0.59,0.0036210096844882236
60,0.6,0.003650093953619426
61,0.61,0.0037015546706201034
62,0.62,0.003806662884444558
63,0.63,0.0038603309828284696
64,0.64,0.003922593067734419
65,0.65,0.003993839056973498
66,0.66,0.004165152759848989
67,0.67,0.004274866871129055
68,0.68,0.004378704781398524
69,0.6900000000000001,0.00441387492437103
70,0.7000000000000001,0.004621655557338817
71,0.71,0.004752890674409874
72,0.72,0.004868339938737406
73,0.73,0.00496668696231694
74,0.74,0.00504679312075895
75,0.75,0.005077164913871421
76,0.76,0.005138457935886235
77,0.77,0.005179730483200007
78,0.78,0.005231787657446427
79,0.79,0.005273809837314742
80,0.8,0.005326812525105936
81,0.81,0.005434421312413881
82,0.8200000000000001,0.0055110383038596104
83,0.8300000000000001,0.0055887354771758145
84,0.84,0.005644903221327004
85,0.85,0.005667528061267354
86,0.86,0.00570163546088076
87,0.87,0.005758937869112104
88,0.88,0.005805194165971136
89,0.89,0.005840130045443066
90,0.9,0.005934323697326441
91,0.91,0.006005964591249252
92,0.92,0.006054205028526359
93,0.93,0.006078470355028143
94,0.9400000000000001,0.006139560018177549
95,0.9500000000000001,0.006188873505705842
96,0.96,0.006238583083515037
97,0.97,0.00631389708586986
98,0.98,0.006390120300921663
99,0.99,0.006650906146263573
100,1.0,0.007804911080848714
