,cdf,Time to First Chunk
0,0.0,0.049936578983954726
1,0.01,0.10279677908251886
2,0.02,0.11003010864730198
3,0.03,0.11753710433554279
4,0.04,0.12257879887599418
5,0.05,0.13278803113451046
6,0.06,0.1393173078737188
7,0.07,0.14529325321002828
8,0.08,0.14882247370844298
9,0.09,0.15582820638478942
10,0.1,0.15993287052596578
11,0.11,0.16251237834750595
12,0.12,0.1654640878312661
13,0.13,0.16846940916272116
14,0.14,0.17084456900746897
15,0.15,0.1736000682401979
16,0.16,0.1760475624955576
17,0.17,0.17888697920162275
18,0.18,0.18213610027412055
19,0.19,0.1854442350757946
20,0.2,0.18956921806228094
21,0.21,0.1937859563121857
22,0.22,0.1977006936260636
23,0.23,0.20088934698953562
24,0.24,0.2049475823621422
25,0.25,0.20908779955502088
26,0.26,0.21161196871607005
27,0.27,0.21459537236935272
28,0.28,0.2158868154890809
29,0.29,0.2189304879142918
30,0.3,0.2251471710607095
31,0.31,0.227865213658596
32,0.32,0.23154038123957085
33,0.33,0.23621780878570242
34,0.34,0.24195561638817922
35,0.35000000000000003,0.24635025201411817
36,0.36,0.2503235590636258
37,0.37,0.2569173212612275
38,0.38,0.2674023196106991
39,0.39,0.2733503611795853
40,0.4,0.28280407912508504
41,0.41000000000000003,0.2885171024118929
42,0.42,0.29083449722346955
43,0.43,0.2943455364635546
44,0.44,0.2978989619977798
45,0.45,0.2996917292909348
46,0.46,0.30149528552590366
47,0.47000000000000003,0.30270368225306477
48,0.48,0.3039169222488286
49,0.49,0.30574590585585465
50,0.5,0.3075858963558501
51,0.51,0.3088187043244026
52,0.52,0.31129916339298674
53,0.53,0.31317257360823153
54,0.54,0.3156880033388813
55,0.55,0.3188607215817742
56,0.56,0.3214218390185988
57,0.5700000000000001,0.3240035275765469
58,0.58,0.3253021376083066
59,0.59,0.3279149930667399
60,0.6,0.32988839797746117
61,0.61,0.331873678914055
62,0.62,0.3332038326069433
63,0.63,0.335209065955343
64,0.64,0.33790149473597514
65,0.65,0.3392558079871081
66,0.66,0.340615549342025
67,0.67,0.34403879367117474
68,0.68,0.34541770529018584
69,0.6900000000000001,0.3468021436035349
70,0.7000000000000001,0.350287564259524
71,0.71,0.3545163383395259
72,0.72,0.3573638448347018
73,0.73,0.3602342227531751
74,0.74,0.3624021260184165
75,0.75,0.3675114392263639
76,0.76,0.37120499183328265
77,0.77,0.37493566527347066
78,0.78,0.37794718160340857
79,0.79,0.3802216821292739
80,0.8,0.3817456151999994
81,0.81,0.3848118296483327
82,0.8200000000000001,0.39023708524878337
83,0.8300000000000001,0.39653109854538615
84,0.84,0.4013181381166827
85,0.85,0.41271384517123605
86,0.86,0.4168616896626963
87,0.87,0.4202099595180835
88,0.88,0.43300726232790815
89,0.89,0.44441308816509617
90,0.9,0.457947486227485
91,0.91,0.4662651784051929
92,0.92,0.47189406821467106
93,0.93,0.48046507191693005
94,0.9400000000000001,0.49708177310937074
95,0.9500000000000001,0.508138756660952
96,0.96,0.530996042333594
97,0.97,0.5460740434774185
98,0.98,0.5975001932969285
99,0.99,0.6859156447411077
100,1.0,0.768741445547072
