,cdf,Time Between Chunks
0,0.0,2.3535419651041663e-05
1,0.01,0.005423563327773694
2,0.02,0.007789316852914951
3,0.03,0.008454959463702113
4,0.04,0.00895984750503156
5,0.05,0.009195858466188983
6,0.06,0.009362882682571589
7,0.07,0.009552025522953048
8,0.08,0.010122424881781077
9,0.09,0.010943583184912693
10,0.1,0.011187009972650321
11,0.11,0.011322062833876125
12,0.12,0.011435851495213556
13,0.13,0.011527705262977854
14,0.14,0.011597079432065257
15,0.15,0.011666871097543038
16,0.16,0.011737082771920364
17,0.17,0.011807716982826767
18,0.18,0.011878776273103181
19,0.19,0.011950263200893424
20,0.2,0.01199815999939721
21,0.21,0.012070365382996768
22,0.22,0.0121430053013434
23,0.23,0.012191674612501781
24,0.24,0.012265044574409346
25,0.25,0.012338856079540583
26,0.26,0.012413111785119417
27,0.27,0.012487814364361043
28,0.28,0.012588117590665422
29,0.29,0.01268922646132945
30,0.3,0.0128167553501572
31,0.31,0.012971482974956107
32,0.32,0.013101848589856717
33,0.33,0.013180696013406776
34,0.34,0.01328656452622316
35,0.35000000000000003,0.013366523577309688
36,0.36,0.013446963825009393
37,0.37,0.013500859417599022
38,0.38,0.01358210810349922
39,0.39,0.01363654535598093
40,0.4,0.013691200793624706
41,0.41000000000000003,0.013746075290919292
42,0.42,0.013801169725858414
43,0.43,0.013828799695279554
44,0.44,0.013884225690625371
45,0.45,0.013939873834026525
46,0.46,0.01399574501585511
47,0.47000000000000003,0.01405184013005181
48,0.48,0.014108160074140246
49,0.49,0.014164705749241335
50,0.5,0.014221478060087686
51,0.51,0.014278477915038083
52,0.52,0.014364406338656776
53,0.53,0.014450851882799777
54,0.54,0.014537817659518063
55,0.55,0.014654586693083775
56,0.56,0.014772293625825215
57,0.5700000000000001,0.014890945991031294
58,0.58,0.015010551382498934
59,0.59,0.01513111745501912
60,0.6,0.015222177095846093
61,0.61,0.015313784737057837
62,0.62,0.015405943676541549
63,0.63,0.015498657232031206
64,0.64,0.015560776036449356
65,0.65,0.015623143813782043
66,0.66,0.01571716448796558
67,0.67,0.0157801590720911
68,0.68,0.015875124670076096
69,0.6900000000000001,0.015938752360509578
70,0.7000000000000001,0.01600263507149086
71,0.71,0.01609893953850904
72,0.72,0.016195823569475656
73,0.73,0.01626073662495146
74,0.74,0.01635859435694328
75,0.75,0.016457041000491286
76,0.76,0.01655608009968765
77,0.77,0.016655715219953002
78,0.78,0.016823107996896916
79,0.79,0.016992183099781375
80,0.8,0.01719731771141653
81,0.81,0.017370153685716334
82,0.8200000000000001,0.017544726691017927
83,0.8300000000000001,0.017650311524103825
84,0.84,0.01779208038288807
85,0.85,0.017934987941648994
86,0.86,0.018042921381796924
87,0.87,0.01815150436949626
88,0.88,0.018260740813748913
89,0.89,0.018370634647081274
90,0.9,0.018481189825685865
91,0.91,0.018629632372265528
92,0.92,0.01877926722247083
93,0.93,0.01896800205900161
94,0.9400000000000001,0.019273931099787766
95,0.9500000000000001,0.019860909887493217
96,0.96,0.02071283355461296
97,0.97,0.039994970390930897
98,0.98,0.06959925690617912
99,0.99,0.07691907721635559
100,1.0,0.23811513105847537
