,cdf,Time to First Chunk
0,0.0,0.05431246768166574
1,0.01,0.08865513642293174
2,0.02,0.09642389065801434
3,0.03,0.10157058917847128
4,0.04,0.1046638751819251
5,0.05,0.107420821856104
6,0.06,0.11202858358500128
7,0.07,0.11613508754111058
8,0.08,0.12087465198622706
9,0.09,0.1258076417914567
10,0.1,0.12886355043454967
11,0.11,0.13068032851886138
12,0.12,0.13305387303868366
13,0.13,0.1357417404747604
14,0.14,0.13820721533135677
15,0.15,0.1393173078737188
16,0.16,0.14156431365904817
17,0.17,0.14442410345775686
18,0.18,0.1461676335385941
19,0.19,0.14763664317007683
20,0.2,0.1485251261086259
21,0.21,0.1506191022032923
22,0.22,0.15243742012358982
23,0.23,0.15427768931043256
24,0.24,0.15645276770841454
25,0.25,0.15865851137017192
26,0.26,0.16121746544688773
27,0.27,0.16316372991267478
28,0.28,0.16779687726240286
29,0.29,0.16982257031483106
30,0.3,0.1715293160929227
31,0.31,0.1753447785163178
32,0.32,0.17852956265976133
33,0.33,0.18286610395257027
34,0.34,0.18618749779828003
35,0.35000000000000003,0.19147442101607043
36,0.36,0.195733538204134
37,0.37,0.19928864303295904
38,0.38,0.20331454202976967
39,0.39,0.20659373941848602
40,0.4,0.20867004171375214
41,0.41000000000000003,0.2107672112009934
42,0.42,0.21416661038659682
43,0.43,0.22335317863189402
44,0.44,0.2352748244621909
45,0.45,0.24438731157445817
46,0.46,0.25183001577091285
47,0.47000000000000003,0.26580270879112106
48,0.48,0.2706304787390213
49,0.49,0.2744459527117764
50,0.5,0.27720418131611796
51,0.51,0.27943070974774015
52,0.52,0.28111233439584005
53,0.53,0.28223903600995
54,0.54,0.28393756127239783
55,0.55,0.2856463083245313
56,0.56,0.28794064466481617
57,0.5700000000000001,0.28909471422853333
58,0.58,0.28967348242518703
59,0.59,0.29083449722346955
60,0.6,0.2920001653830144
61,0.61,0.292584750298696
62,0.62,0.29375743349359745
63,0.63,0.2943455364635546
64,0.64,0.29552527691056235
65,0.65,0.29670974577145753
66,0.66,0.2978989619977798
67,0.67,0.3002917127329587
68,0.68,0.3008928973430347
69,0.6900000000000001,0.3020988796911206
70,0.7000000000000001,0.3020988796911206
71,0.71,0.30330969563094884
72,0.72,0.3039169222488286
73,0.73,0.3051350249250737
74,0.74,0.30635800977148203
75,0.75,0.3075858963558501
76,0.76,0.30943695998871573
77,0.77,0.3100564534021066
78,0.78,0.3125468541804428
79,0.79,0.3163200113535738
80,0.8,0.3188607215817742
81,0.81,0.3214218390185988
82,0.8200000000000001,0.3259533931390539
83,0.8300000000000001,0.33054883521064926
84,0.84,0.335209065955343
85,0.85,0.3372263668743648
86,0.86,0.341980740556631
87,0.87,0.34403879367117474
88,0.88,0.34541770529018584
89,0.89,0.35522608075862405
90,0.9,0.3616780458465515
91,0.91,0.366777150636501
92,0.92,0.37120499183328265
93,0.93,0.3855822237016827
94,0.9400000000000001,0.3941590344718366
95,0.9500000000000001,0.40292662603650115
96,0.96,0.41271384517123605
97,0.97,0.44263898579128574
98,0.98,0.47473394468035474
99,0.99,0.5215236179873911
100,1.0,0.540640514157418
