,cdf,Time to First Chunk
0,0.0,0.049936578983954726
1,0.01,0.09338717177584131
2,0.02,0.1023864131085028
3,0.03,0.10915337908003694
4,0.04,0.11406335678801822
5,0.05,0.11919419693100665
6,0.06,0.12480519545469974
7,0.07,0.13015865108133842
8,0.08,0.13305387303868366
9,0.09,0.13738045452647796
10,0.1,0.13987569331771624
11,0.11,0.14327331951976185
12,0.12,0.14587559031474076
13,0.13,0.1482283726099074
14,0.14,0.15031816493615288
15,0.15,0.15243742012358982
16,0.16,0.15396944217894318
17,0.17,0.15582820638478942
18,0.18,0.1592944165901874
19,0.19,0.1621876782908676
20,0.2,0.16349038402661403
21,0.21,0.1661272698835136
22,0.22,0.1691446365789772
23,0.23,0.17221680765292285
24,0.24,0.1739476159243625
25,0.25,0.1767531632414308
26,0.26,0.17960396036377235
27,0.27,0.18250073711150622
28,0.28,0.18433490062691069
29,0.29,0.18581549480567608
30,0.3,0.1876829722009108
31,0.31,0.18956921806228094
32,0.32,0.1930123604522527
33,0.33,0.19612539713947758
34,0.34,0.20048796967287322
35,0.35000000000000003,0.20290831916857138
36,0.36,0.2053578878323367
37,0.37,0.20950639374832422
38,0.38,0.21331165471135655
39,0.39,0.21762083743065702
40,0.4,0.22290691853472738
41,0.41000000000000003,0.2292365151883339
42,0.42,0.24050822871257613
43,0.43,0.24684344571184408
44,0.44,0.2523341799666505
45,0.45,0.2589809038437427
46,0.46,0.26527163444788204
47,0.47000000000000003,0.2733503611795853
48,0.48,0.27887240663136104
49,0.49,0.28111233439584005
50,0.5,0.28450600483850874
51,0.51,0.2856463083245313
52,0.52,0.2867911821606278
53,0.53,0.28794064466481617
54,0.54,0.28909471422853333
55,0.55,0.29083449722346955
56,0.56,0.292584750298696
57,0.5700000000000001,0.29375743349359745
58,0.58,0.29493481681683503
59,0.59,0.2978989619977798
60,0.6,0.3002917127329587
61,0.61,0.30330969563094884
62,0.62,0.3051350249250737
63,0.63,0.30635800977148203
64,0.64,0.3088187043244026
65,0.65,0.30943695998871573
66,0.66,0.3106771870425512
67,0.67,0.31129916339298674
68,0.68,0.3125468541804428
69,0.6900000000000001,0.3144277730463412
70,0.7000000000000001,0.3156880033388813
71,0.71,0.3163200113535738
72,0.72,0.3175878257599865
73,0.73,0.3188607215817742
74,0.74,0.32077963754203814
75,0.75,0.3227101016115966
76,0.76,0.32335616788108923
77,0.77,0.3259533931390539
78,0.78,0.3292292802991845
79,0.79,0.331873678914055
80,0.8,0.3338709073468971
81,0.81,0.3365525879195709
82,0.8200000000000001,0.33993499879388905
83,0.8300000000000001,0.341980740556631
84,0.84,0.34403879367117474
85,0.85,0.3468021436035349
86,0.86,0.3495876890062582
87,0.87,0.3516915210261385
88,0.88,0.35380801398719924
89,0.89,0.35593724408346616
90,0.9,0.3660443291567078
91,0.91,0.37719204237942566
92,0.92,0.3848118296483327
93,0.93,0.39573882861822257
94,0.9400000000000001,0.41188924208398087
95,0.9500000000000001,0.4202099595180835
96,0.96,0.43999110258716995
97,0.97,0.4470875830467477
98,0.98,0.47854704959193467
99,0.99,0.5341915967293072
100,1.0,0.5706377482658458
