,cdf,Requests per Session
0,0.0,1.9997051226201907
1,0.01,1.9997051226201907
2,0.02,4.997811098765265
3,0.03,4.997811098765265
4,0.04,15.014259802243886
5,0.05,15.014259802243886
6,0.06,15.014259802243886
7,0.07,15.014259802243886
8,0.08,15.014259802243886
9,0.09,15.014259802243886
10,0.1,15.014259802243886
11,0.11,15.014259802243886
12,0.12,15.014259802243886
13,0.13,15.014259802243886
14,0.14,15.014259802243886
15,0.15,15.014259802243886
16,0.16,15.014259802243886
17,0.17,15.014259802243886
18,0.18,15.014259802243886
19,0.19,15.014259802243886
20,0.2,15.014259802243886
21,0.21,15.014259802243886
22,0.22,15.014259802243886
23,0.23,15.014259802243886
24,0.24,15.014259802243886
25,0.25,15.014259802243886
26,0.26,15.014259802243886
27,0.27,15.014259802243886
28,0.28,15.014259802243886
29,0.29,15.014259802243886
30,0.3,15.014259802243886
31,0.31,15.014259802243886
32,0.32,15.014259802243886
33,0.33,15.014259802243886
34,0.34,15.014259802243886
35,0.35000000000000003,15.014259802243886
36,0.36,15.014259802243886
37,0.37,15.014259802243886
38,0.38,15.014259802243886
39,0.39,15.014259802243886
40,0.4,15.014259802243886
41,0.41000000000000003,15.014259802243886
42,0.42,15.014259802243886
43,0.43,15.014259802243886
44,0.44,15.014259802243886
45,0.45,15.014259802243886
46,0.46,15.014259802243886
47,0.47000000000000003,15.014259802243886
48,0.48,15.014259802243886
49,0.49,15.014259802243886
50,0.5,15.014259802243886
51,0.51,15.014259802243886
52,0.52,15.014259802243886
53,0.53,15.014259802243886
54,0.54,15.014259802243886
55,0.55,15.014259802243886
56,0.56,15.014259802243886
57,0.5700000000000001,15.014259802243886
58,0.58,15.014259802243886
59,0.59,15.014259802243886
60,0.6,15.014259802243886
61,0.61,15.014259802243886
62,0.62,15.014259802243886
63,0.63,15.014259802243886
64,0.64,15.014259802243886
65,0.65,15.014259802243886
66,0.66,15.014259802243886
67,0.67,15.014259802243886
68,0.68,15.014259802243886
69,0.6900000000000001,15.014259802243886
70,0.7000000000000001,15.014259802243886
71,0.71,15.014259802243886
72,0.72,15.014259802243886
73,0.73,15.014259802243886
74,0.74,15.014259802243886
75,0.75,15.014259802243886
76,0.76,15.014259802243886
77,0.77,15.014259802243886
78,0.78,15.014259802243886
79,0.79,15.014259802243886
80,0.8,15.014259802243886
81,0.81,15.014259802243886
82,0.8200000000000001,15.014259802243886
83,0.8300000000000001,15.014259802243886
84,0.84,15.014259802243886
85,0.85,15.014259802243886
86,0.86,15.014259802243886
87,0.87,15.014259802243886
88,0.88,15.014259802243886
89,0.89,15.014259802243886
90,0.9,15.014259802243886
91,0.91,15.014259802243886
92,0.92,15.014259802243886
93,0.93,15.014259802243886
94,0.9400000000000001,15.014259802243886
95,0.9500000000000001,15.014259802243886
96,0.96,15.014259802243886
97,0.97,15.014259802243886
98,0.98,15.014259802243886
99,0.99,15.014259802243886
100,1.0,15.014259802243886
