,cdf,End to End Latency
0,0.0,0.9559969894942758
1,0.01,1.21531045782931
2,0.02,1.3840301039019316
3,0.03,1.5143701929944762
4,0.04,1.60159443832717
5,0.05,1.6437819691486164
6,0.06,1.809407959671299
7,0.07,1.89079941838295
8,0.08,2.0401018593561733
9,0.09,2.110658003768114
10,0.1,2.196795620247877
11,0.11,2.309427778702519
12,0.12,2.3702603173667263
13,0.13,2.447335295916136
14,0.14,2.531975453352976
15,0.15,2.624787188387335
16,0.16,2.699319842255848
17,0.17,2.8038678631954896
18,0.18,2.8892583811289523
19,0.19,2.9832098876860953
20,0.2,3.1111731643789633
21,0.21,3.174023052514867
22,0.22,3.277234398920775
23,0.23,3.5078380878691298
24,0.24,3.650995724656587
25,0.25,3.7173086961066284
26,0.26,3.8152261659959645
27,0.27,3.978878359406965
28,0.28,4.0918613718426515
29,0.29,4.216477145089314
30,0.3,4.2759229949387665
31,0.31,4.540331397046352
32,0.32,4.6135609983944015
33,0.33,4.716184089469276
34,0.34,4.869542682560328
35,0.35000000000000003,5.017842385702915
36,0.36,5.264573068356051
37,0.37,5.360193416860125
38,0.38,5.545573661018751
39,0.39,5.657601717905779
40,0.4,5.7259019430371785
41,0.41000000000000003,5.841572874092177
42,0.42,5.935789796912751
43,0.43,6.019475313722949
44,0.44,6.153371270351273
45,0.45,6.277677657545719
46,0.46,6.4173170133954045
47,0.47000000000000003,6.5863552872647775
48,0.48,6.746340004903766
49,0.49,6.827783797542891
50,0.5,6.993632892422741
51,0.51,7.120658124250674
52,0.52,7.308223076336531
53,0.53,7.4112577938774935
54,0.54,7.515745142640555
55,0.55,7.6522534901315895
56,0.56,7.7446337357194635
57,0.5700000000000001,7.980493026586462
58,0.58,8.093005717598098
59,0.59,8.207104664696484
60,0.6,8.289587465485916
61,0.61,8.50794313551592
62,0.62,8.593449414215304
63,0.63,8.767048666281621
64,0.64,8.944154857048025
65,0.65,9.179752458833915
66,0.66,9.290573119398362
67,0.67,9.535295709864458
68,0.68,9.825688795074296
69,0.6900000000000001,9.904609594027022
70,0.7000000000000001,10.10469604763291
71,0.71,10.185857857444494
72,0.72,10.35014240961921
73,0.73,10.412429960629876
74,0.74,10.66535127971027
75,0.75,10.924416140104958
76,0.76,11.145104059445735
77,0.77,11.324859997038017
78,0.78,11.553637421617882
79,0.79,11.69311631679807
80,0.8,11.81063412888531
81,0.81,12.001124195202623
82,0.8200000000000001,12.170321608679302
83,0.8300000000000001,12.292635415290063
84,0.84,12.465942689112822
85,0.85,12.64169332923948
86,0.86,12.743232524960709
87,0.87,13.000662984908592
88,0.88,13.21034665871807
89,0.89,13.369825833082473
90,0.9,13.58546362033439
91,0.91,13.694583262267026
92,0.92,13.9433177383876
93,0.93,14.396719800481671
94,0.9400000000000001,14.57052121891919
95,0.9500000000000001,15.044318380426558
96,0.96,15.533522248864974
97,0.97,16.135154920887842
98,0.98,16.329943237311525
99,0.99,16.82726421636398
100,1.0,18.48575568123064
