,cdf,Normalized End to End Latency
0,0.0,0.007604598671440492
1,0.01,0.014335706226092027
2,0.02,0.014772293625825215
3,0.03,0.015560776036449356
4,0.04,0.01626073662495146
5,0.05,0.01655608009968765
6,0.06,0.016924350101212383
7,0.07,0.017128665813019556
8,0.08,0.017300811824038694
9,0.09,0.017474687931811023
10,0.1,0.017544726691017927
11,0.11,0.017579851268977924
12,0.12,0.017650311524103825
13,0.13,0.017685647483111043
14,0.14,0.017756531770734444
15,0.15,0.017827700163434393
16,0.16,0.017863391254852673
17,0.17,0.017934987941648994
18,0.18,0.017970893823414057
19,0.19,0.018006871588826297
20,0.2,0.018042921381796924
21,0.21,0.01807904334652525
22,0.22,0.018115237627499264
23,0.23,0.01815150436949626
24,0.24,0.01815150436949626
25,0.25,0.018187843717583342
26,0.26,0.018224255817118045
27,0.27,0.018260740813748913
28,0.28,0.018297298853416077
29,0.29,0.01833393008235185
30,0.3,0.018370634647081274
31,0.31,0.018407412694422778
32,0.32,0.01844426437148869
33,0.33,0.018518189204716273
34,0.34,0.018555262656577566
35,0.35000000000000003,0.018629632372265528
36,0.36,0.018629632372265528
37,0.37,0.018666928933571365
38,0.38,0.01870430016266761
39,0.39,0.018741746209039317
40,0.4,0.01881686335304635
41,0.41000000000000003,0.018854534751150547
42,0.42,0.018930103952989618
43,0.43,0.01896800205900161
44,0.44,0.019044026039173982
45,0.45,0.01912035472437239
46,0.46,0.019196989335858235
47,0.47000000000000003,0.01923542174694104
48,0.48,0.019351181247231664
49,0.49,0.01942874101419474
50,0.5,0.019545663917194606
51,0.51,0.019584794375487293
52,0.52,0.01966329046667553
53,0.53,0.019860909887493217
54,0.54,0.01990067146884956
55,0.55,0.01998043359922357
56,0.56,0.02006051541717455
57,0.5700000000000001,0.020181240362580743
58,0.58,0.020221643246189514
59,0.59,0.02034333786500421
60,0.6,0.020384065268137352
61,0.61,0.02046576484666739
62,0.62,0.020506737348862922
63,0.63,0.020547791878089864
64,0.64,0.020547791878089864
65,0.65,0.020588928598566522
66,0.66,0.020588928598566522
67,0.67,0.02063014767483993
68,0.68,0.020671449271786557
69,0.6900000000000001,0.020671449271786557
70,0.7000000000000001,0.02071283355461296
71,0.71,0.02071283355461296
72,0.72,0.02075430068885643
73,0.73,0.020795850840385675
74,0.74,0.020795850840385675
75,0.75,0.02083748417540145
76,0.76,0.02083748417540145
77,0.77,0.02083748417540145
78,0.78,0.02087920086043729
79,0.79,0.02092100106236009
80,0.8,0.02092100106236009
81,0.81,0.020962884948370824
82,0.8200000000000001,0.0210048526860052
83,0.8300000000000001,0.0210048526860052
84,0.84,0.02104690444313434
85,0.85,0.021089040387965444
86,0.86,0.021089040387965444
87,0.87,0.021131260689042444
88,0.88,0.021173565515246733
89,0.89,0.021215955035797776
90,0.9,0.02125842942025383
91,0.91,0.0213009888385126
92,0.92,0.021386363457730474
93,0.93,0.02142917900018838
94,0.9400000000000001,0.021558140615136834
95,0.9500000000000001,0.021687878325993115
96,0.96,0.021862077277412673
97,0.97,0.021949700745835708
98,0.98,0.022348372776335664
99,0.99,0.02363558772473284
100,1.0,0.024404158334272612
