,cdf,Session Duration
0,0.0,0.0
1,0.01,0.0
2,0.02,0.0
3,0.03,10.185857857444494
4,0.04,10.288227465101512
5,0.05,10.412429960629876
6,0.06,10.433275666256764
7,0.07,18.522764201112988
8,0.08,20.348363772040837
9,0.09,20.38910123704993
10,0.1,22.988648370853415
11,0.11,25.10333169881963
12,0.12,25.10333169881963
13,0.13,26.127818448627895
14,0.14,26.60237755784151
15,0.15,26.923529251938415
16,0.16,27.085556075850388
17,0.17,27.248557983356402
18,0.18,27.303109650990756
19,0.19,28.13461341223975
20,0.2,29.695651778726894
21,0.21,29.755102533038666
22,0.22,29.814672307879587
23,0.23,29.99409814075676
24,0.24,29.99409814075676
25,0.25,30.1143148465146
26,0.26,30.174603765126243
27,0.27,30.235013382273646
28,0.28,30.416968843737266
29,0.29,32.75319986141552
30,0.3,32.88447508002318
31,0.31,34.91793815228792
32,0.32,34.98784393437458
33,0.33,35.12807563327819
34,0.34,35.12807563327819
35,0.35000000000000003,37.225749238728305
36,0.36,37.9777595100358
37,0.37,38.744961401652304
38,0.38,38.97813005423709
39,0.39,39.13435486785647
40,0.4,39.291205832406035
41,0.41000000000000003,39.291205832406035
42,0.42,39.448685457506215
43,0.43,39.68608914824719
44,0.44,40.004851316295785
45,0.45,40.004851316295785
46,0.46,40.32617381019056
47,0.47000000000000003,40.40690689089165
48,0.48,40.40690689089165
49,0.49,40.81300319254295
50,0.5,40.89471090664214
51,0.51,40.89471090664214
52,0.52,41.05861739934763
53,0.53,41.140816833580544
54,0.54,41.22318083124537
55,0.55,41.305709721798415
56,0.56,41.305709721798415
57,0.5700000000000001,42.05594460457494
58,0.58,42.309038880111146
59,0.59,42.819805990397306
60,0.6,43.07749721283061
61,0.61,43.250152339279715
62,0.62,43.250152339279715
63,0.63,43.42349946955025
64,0.64,44.03570409928742
65,0.65,44.389402758225586
66,0.66,44.745942355985854
67,0.67,44.835523822164006
68,0.68,45.19564670365433
69,0.6900000000000001,45.46763582593901
70,0.7000000000000001,45.64987065666941
71,0.71,45.64987065666941
72,0.72,45.74126178911519
73,0.73,45.8328358867911
74,0.74,45.924593315993896
75,0.75,46.01653444375361
76,0.76,46.10865963783521
77,0.77,46.10865963783521
78,0.78,46.20096926673978
79,0.79,46.38614330671266
80,0.8,46.66529688287211
81,0.81,46.85233195350981
82,0.8200000000000001,46.94613041587921
83,0.8300000000000001,46.94613041587921
84,0.84,47.04011666295805
85,0.85,47.1342910706917
86,0.86,47.1342910706917
87,0.87,47.228654015778176
88,0.88,47.3232058756696
89,0.89,47.3232058756696
90,0.9,47.3232058756696
91,0.91,47.41794702857384
92,0.92,47.512877853455876
93,0.93,47.60799873003938
94,0.9400000000000001,47.60799873003938
95,0.9500000000000001,47.60799873003938
96,0.96,48.08646723210745
97,0.97,48.18273643577533
98,0.98,48.18273643577533
99,0.99,48.56974442417677
100,1.0,48.66698114975067
