,cdf,Output Throughput
0,0.0,21.9112571309243
1,0.01,22.131468999885865
2,0.02,22.353894035665824
3,0.03,22.66904959863203
4,0.04,22.89687741106054
5,0.05,23.266174067691793
6,0.06,23.35942517292192
7,0.07,23.453050029702315
8,0.08,23.54705013603367
9,0.09,23.64142699592072
10,0.1,23.736182119396236
11,0.11,23.879027366934686
12,0.12,24.022732262610404
13,0.13,24.16730197981858
14,0.14,24.312741723088106
15,0.15,24.459056728268965
16,0.16,24.557088921536373
17,0.17,24.60625226272063
18,0.18,24.70487441745884
19,0.19,24.853549292121386
20,0.2,25.003118897839112
21,0.21,25.20394615391064
22,0.22,25.355624461280854
23,0.23,25.66172498680418
24,0.24,25.713099811602593
25,0.25,25.86784222506631
26,0.26,25.919629696988366
27,0.27,25.971520847532872
28,0.28,26.075615015164104
29,0.29,26.180126393469997
30,0.3,26.23253905892239
31,0.31,26.23253905892239
32,0.32,26.285056654635955
33,0.33,26.496180547827176
34,0.34,26.60237755784151
35,0.35000000000000003,26.76247167863341
36,0.36,26.81605020051256
37,0.37,26.869735986699773
38,0.38,27.031439080693858
39,0.39,27.194115310062983
40,0.4,27.248557983356402
41,0.41000000000000003,27.303109650990756
42,0.42,27.522410635633197
43,0.43,27.632720788170655
44,0.44,27.743473065124977
45,0.45,27.910434342116766
46,0.46,28.30392858672967
47,0.47000000000000003,28.531268237328565
48,0.48,28.645621903256057
49,0.49,28.70297049565497
50,0.5,28.81801234629703
51,0.51,28.991440241586453
52,0.52,29.049481162991018
53,0.53,29.107638282436444
54,0.54,29.22430204643042
55,0.55,29.57710638095293
56,0.56,29.695651778726894
57,0.5700000000000001,29.934169872743254
58,0.58,29.99409814075676
59,0.59,30.1143148465146
60,0.6,30.295543939595497
61,0.61,30.416968843737266
62,0.62,30.538880420353877
63,0.63,30.600019320094326
64,0.64,30.661280620034457
65,0.65,30.845801373961255
66,0.66,31.09355757096096
67,0.67,31.21818092332617
68,0.68,31.28067978403353
69,0.6900000000000001,31.468928105707406
70,0.7000000000000001,31.53192896277589
71,0.71,31.595055947686337
72,0.72,31.848830223500734
73,0.73,31.912591645369606
74,0.74,32.104642836679396
75,0.75,32.492219488915005
76,0.76,32.687758902651446
77,0.77,32.88447508002318
78,0.78,33.548785766374806
79,0.79,34.021772103706674
80,0.8,35.198402111022496
81,0.81,36.34296672605789
82,0.8200000000000001,36.561680083250394
83,0.8300000000000001,37.67514938749509
84,0.84,38.28280022376868
85,0.85,38.66754889135929
86,0.86,39.92492154343608
87,0.87,41.22318083124537
88,0.88,41.305709721798415
89,0.89,42.14014068986939
90,0.9,42.648868811730225
91,0.91,43.163738448491934
92,0.92,43.94772067451362
93,0.93,44.65653987375613
94,0.9400000000000001,45.924593315993896
95,0.9500000000000001,46.47900845847786
96,0.96,46.94613041587921
97,0.97,48.279198370581696
98,0.98,49.94891602546512
99,0.99,55.86850703552094
100,1.0,146.78973123239538
