,cdf,Session Duration
0,0.0,0.0
1,0.01,0.0
2,0.02,0.0
3,0.03,17.064502789599942
4,0.04,17.064502789599942
5,0.05,17.40922872890176
6,0.06,17.40922872890176
7,0.07,17.939418855724938
8,0.08,18.33845955675871
9,0.09,19.511430831945695
10,0.1,22.714433081311974
11,0.11,23.31275299475424
12,0.12,23.500003082814832
13,0.13,23.64142699592072
14,0.14,23.64142699592072
15,0.15,23.879027366934686
16,0.16,23.974734795552237
17,0.17,23.974734795552237
18,0.18,24.11901566217658
19,0.19,24.60625226272063
20,0.2,24.60625226272063
21,0.21,24.853549292121386
22,0.22,24.903306147561054
23,0.23,24.953162616324942
24,0.24,25.053175191928883
25,0.25,25.10333169881963
26,0.26,25.10333169881963
27,0.27,25.10333169881963
28,0.28,25.10333169881963
29,0.29,25.15358861913759
30,0.3,25.25440450456911
31,0.31,25.25440450456911
32,0.32,25.25440450456911
33,0.33,25.25440450456911
34,0.34,25.25440450456911
35,0.35000000000000003,25.457250108795368
36,0.36,25.55928307312625
37,0.37,25.7645774889031
38,0.38,27.303109650990756
39,0.39,27.303109650990756
40,0.4,27.522410635633197
41,0.41000000000000003,27.743473065124977
42,0.42,27.743473065124977
43,0.43,27.85466923853611
44,0.44,27.85466923853611
45,0.45,28.022299698332315
46,0.46,28.19093896461661
47,0.47000000000000003,28.70297049565497
48,0.48,28.933515286058807
49,0.49,28.991440241586453
50,0.5,29.049481162991018
51,0.51,29.107638282436444
52,0.52,29.107638282436444
53,0.53,29.165911832551437
54,0.54,29.341433400192315
55,0.55,29.459034217827526
56,0.56,29.518011263308665
57,0.5700000000000001,29.57710638095293
58,0.58,29.695651778726894
59,0.59,29.695651778726894
60,0.6,29.934169872743254
61,0.61,29.934169872743254
62,0.62,30.1143148465146
63,0.63,30.1143148465146
64,0.64,30.174603765126243
65,0.65,30.235013382273646
66,0.66,30.235013382273646
67,0.67,30.235013382273646
68,0.68,30.416968843737266
69,0.6900000000000001,30.416968843737266
70,0.7000000000000001,30.600019320094326
71,0.71,30.784171401186107
72,0.72,30.784171401186107
73,0.73,30.969431716511867
74,0.74,31.21818092332617
75,0.75,31.28067978403353
76,0.76,31.34330376758515
77,0.77,31.34330376758515
78,0.78,31.406053124477214
79,0.79,31.53192896277589
80,0.8,31.78519619708015
81,0.81,31.848830223500734
82,0.8200000000000001,31.912591645369606
83,0.8300000000000001,32.104642836679396
84,0.84,32.16891639591199
85,0.85,32.75319986141552
86,0.86,33.08237510283853
87,0.87,33.08237510283853
88,0.88,33.348095657277305
89,0.89,33.61595050264383
90,0.9,33.953796535067895
91,0.91,34.08988375956996
92,0.92,34.158131775104636
93,0.93,34.295037977704055
94,0.9400000000000001,34.36369671239413
95,0.9500000000000001,34.43249290200854
96,0.96,34.43249290200854
97,0.97,34.50142682173228
98,0.98,34.50142682173228
99,0.99,34.57049874730132
100,1.0,34.70905772168032
