,cdf,Time to First Chunk
0,0.0,0.04731151736665383
1,0.01,0.1001585080908159
2,0.02,0.10806728445112601
3,0.03,0.11247759549414765
4,0.04,0.11730226496624101
5,0.05,0.12356336259907981
6,0.06,0.13041922896138114
7,0.07,0.13683203010563819
8,0.08,0.14184772569840562
9,0.09,0.14500295699981847
10,0.1,0.14646026143356622
11,0.11,0.15001782894227444
12,0.12,0.155206138317453
13,0.13,0.15865851137017192
14,0.14,0.16186362698559115
15,0.15,0.16513349025318164
16,0.16,0.16746161876637405
17,0.17,0.16948326448003614
18,0.18,0.17221680765292285
19,0.19,0.17464480005914534
20,0.2,0.1778168705061217
21,0.21,0.17996352785198813
22,0.22,0.18396659912715668
23,0.23,0.1869337395266882
24,0.24,0.18919045838583287
25,0.25,0.19262672137043002
26,0.26,0.19534246220372614
27,0.27,0.20088934698953562
28,0.28,0.20412942915725663
29,0.29,0.2074217696085098
30,0.3,0.20908779955502088
31,0.31,0.2120356163010872
32,0.32,0.2154554732003914
33,0.33,0.21805651478287055
34,0.34,0.22068895690121587
35,0.35000000000000003,0.22604956362769368
36,0.36,0.2292365151883339
37,0.37,0.23246839786977286
38,0.38,0.23811513105847537
39,0.39,0.24195561638817922
40,0.4,0.24585804371838563
41,0.41000000000000003,0.25082470733001944
42,0.42,0.2564039999400263
43,0.43,0.26580270879112106
44,0.44,0.2706304787390213
45,0.45,0.27775914464207613
46,0.46,0.28111233439584005
47,0.47000000000000003,0.28393756127239783
48,0.48,0.2867911821606278
49,0.49,0.2943455364635546
50,0.5,0.2990929446170268
51,0.51,0.30149528552590366
52,0.52,0.30330969563094884
53,0.53,0.30574590585585465
54,0.54,0.30820168393614206
55,0.55,0.30943695998871573
56,0.56,0.31129916339298674
57,0.5700000000000001,0.3125468541804428
58,0.58,0.3137995457275673
59,0.59,0.31505725807746504
60,0.6,0.3156880033388813
61,0.61,0.31695328464957695
62,0.62,0.31949908138474076
63,0.63,0.3214218390185988
64,0.64,0.3227101016115966
65,0.65,0.32465218328741086
66,0.66,0.3266059524846777
67,0.67,0.3279149930667399
68,0.68,0.33054883521064926
69,0.6900000000000001,0.33121059464050046
70,0.7000000000000001,0.3332038326069433
71,0.71,0.3345393175718159
72,0.72,0.33588015517647485
73,0.73,0.3372263668743648
74,0.74,0.3392558079871081
75,0.75,0.3426653866838716
76,0.76,0.3474964421893278
77,0.77,0.350287564259524
78,0.78,0.3531011048683437
79,0.79,0.35522608075862405
80,0.8,0.3616780458465515
81,0.81,0.3660443291567078
82,0.8200000000000001,0.3697231370573561
83,0.8300000000000001,0.37343891760446246
84,0.84,0.37719204237942566
85,0.85,0.3817456151999994
86,0.86,0.3886792541278612
87,0.87,0.39180116017555705
88,0.88,0.39891743779082556
89,0.89,0.4102449752934927
90,0.9,0.4210512206982999
91,0.91,0.43127869214752745
92,0.92,0.4382346528327798
93,0.93,0.451580889462895
94,0.9400000000000001,0.47001026143917013
95,0.9500000000000001,0.48432420974791573
96,0.96,0.4990740828289376
97,0.97,0.5071234944098811
98,0.98,0.5163343695635656
99,0.99,0.540640514157418
100,1.0,0.7827040829686267
